time, x, y, z, speed, ArcOn, WFS, I, U, tool, frame, dz, speedOverride
37:31.5,389.893,799.504,55.454,2.182,0,5.54,132.7,12.52,4,7,0,100
37:31.5,388.958,799.495,55.445,2.182,0,5.54,132.7,12.52,4,7,0,100
37:31.6,386.824,799.511,55.437,2.223,0,5.54,132.7,12.52,4,7,0,100
37:31.6,385.903,799.495,55.464,2.223,0,5.54,132.7,12.52,4,7,0,100
37:31.7,383.764,799.504,55.448,2.139,0,5.54,132.7,12.52,4,7,0,100
37:31.7,382.834,799.495,55.447,2.139,0,5.54,132.7,12.52,4,7,0,100
37:31.7,380.57,799.486,55.449,1.855,0,5.54,132.7,12.52,4,7,0,100
37:31.8,379.769,799.495,55.455,1.855,0,5.54,132.7,12.52,4,7,0,100
37:31.8,377.372,799.494,55.447,2.173,0,5.54,132.7,12.52,4,7,0,100
37:31.9,376.443,799.498,55.451,2.173,0,5.54,132.7,12.52,4,7,0,100
37:31.9,374.035,799.503,55.448,1.859,0,5.54,132.7,12.52,4,7,0,100
37:32.0,373.245,799.501,55.454,1.859,0,5.54,132.7,12.52,4,7,0,100
37:32.0,370.717,799.504,55.459,1.933,0,5.54,132.7,12.52,4,7,0,100
37:32.1,369.91,799.506,55.44,1.933,0,5.54,132.7,12.52,4,7,0,100
37:32.1,367.518,799.506,55.459,1.974,0,5.54,132.7,12.52,4,7,0,100
37:32.2,366.71,799.507,55.439,1.974,0,5.54,132.7,12.52,4,7,0,100
37:32.2,364.187,799.499,55.45,2.243,0,5.54,132.7,12.52,4,7,0,100
37:32.3,363.247,799.511,55.443,2.243,0,5.54,132.7,12.52,4,7,0,100
37:32.3,360.589,799.509,55.444,1.944,0,5.54,132.7,12.52,4,7,0,100
37:32.4,359.785,799.507,55.446,1.944,0,5.54,132.7,12.52,4,7,0,100
37:32.4,357.258,799.505,55.453,2.137,0,5.54,132.7,12.52,4,7,0,100
37:32.5,356.325,799.497,55.451,2.137,0,5.54,132.7,12.52,4,7,0,100
37:32.6,353.003,799.49,55.461,1.81,0,5.54,132.7,12.52,4,7,0,100
37:32.6,352.202,799.503,55.454,1.81,0,5.54,132.7,12.52,4,7,0,100
37:32.7,349.967,799.503,57.453,2.5,0,5.54,132.7,12.52,4,7,0,100
37:32.7,349.877,799.506,59.909,2.5,0,5.54,132.7,12.52,4,7,0,100
37:32.8,349.874,799.506,69.243,2.5,0,5.54,132.7,12.52,4,7,0,100
37:32.8,349.877,799.5,72.522,2.5,0,5.54,132.7,12.52,4,7,0,100
37:32.9,350.076,799.492,82.978,2.5,0,5.54,132.7,12.52,4,7,0,100
37:32.9,351.111,799.497,84.292,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.0,359.228,799.51,82.082,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.0,361.859,799.502,81.13,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.1,369.768,799.5,78.292,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.1,372.403,799.502,77.338,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.2,379.869,799.493,74.648,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.2,382.942,799.501,73.536,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.3,389.973,799.503,70.988,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.3,392.61,799.491,69.853,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.4,398.88,799.503,64.092,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.4,399.819,799.492,60.862,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.5,400.003,799.507,51.996,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.5,399.998,799.502,49.192,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.6,400,799.506,40.119,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.6,400.003,799.505,38.348,2.5,0,5.54,132.7,12.52,4,7,0,100
37:33.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:33.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:33.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:33.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:33.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:33.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:34.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:35.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:36.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:37.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:38.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:39.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:40.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:41.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:42.9,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.0,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.1,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.2,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.3,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.4,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.5,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.6,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.7,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.8,400.002,799.489,37.4,0,0,5.54,132.7,12.52,4,7,0,100
37:43.8,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:43.9,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:43.9,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.0,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.0,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.1,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.1,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.2,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.2,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.3,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.3,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.4,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.4,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.5,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.5,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.6,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.6,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.7,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.7,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.8,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.8,400.002,799.489,37.4,0,0,7,124.6,13.05,4,7,0,100
37:44.9,400.002,799.489,37.4,0,1,7,124.6,13.05,4,7,0,100
37:44.9,400.372,799.5,37.399,0.694,1,2.51,0,0.02,4,7,0,100
37:45.0,400.665,799.499,37.402,0.694,1,2.51,0,0.02,4,7,0,100
37:45.0,401.679,799.497,37.408,0.749,1,2.51,0,0.02,4,7,0,100
37:45.1,401.995,799.501,37.397,0.749,1,2.51,0,0.02,4,7,0,100
37:45.1,402.948,799.499,37.399,0.823,1,2.51,0,0.02,4,7,0,100
37:45.2,403.969,799.496,37.398,0.823,1,3.13,106.4,11.14,4,7,0,100
37:45.3,404.916,799.508,37.396,0.757,1,3.13,106.4,11.14,4,7,0,100
37:45.3,405.243,799.488,37.395,0.757,1,3.13,106.4,11.14,4,7,0,100
37:45.4,406.307,799.497,37.408,0.764,1,3.13,106.4,11.14,4,7,0,100
37:45.5,407.268,799.501,37.409,0.764,1,4.54,122.5,11.34,4,7,0,100
37:45.5,408.218,799.496,37.389,0.764,1,4.54,122.5,11.34,4,7,0,100
37:45.6,408.543,799.503,37.406,0.764,1,4.54,122.5,11.34,4,7,0,100
37:45.6,409.445,799.511,37.405,0.881,1,4.54,122.5,11.34,4,7,0,100
37:45.7,409.82,799.491,37.409,0.881,1,4.54,122.5,11.34,4,7,0,100
37:45.7,410.773,799.502,37.399,0.756,1,5.21,129,12.25,4,7,0,100
37:45.7,411.089,799.507,37.403,0.756,1,5.21,129,12.25,4,7,0,100
37:45.8,412.053,799.504,37.405,0.767,1,5.21,129,12.25,4,7,0,100
37:45.8,412.374,799.498,37.4,0.767,1,5.21,129,12.25,4,7,0,100
37:45.9,413.542,799.499,37.399,0.808,1,5.33,130.7,12.13,4,7,0,100
37:46.0,414.767,799.492,37.407,0.808,1,5.33,130.7,12.13,4,7,0,100
37:46.1,415.828,799.503,37.405,0.885,1,5.33,130.7,12.13,4,7,0,100
37:46.1,416.205,799.494,37.41,0.885,1,5.33,130.7,12.13,4,7,0,100
37:46.2,417.101,799.496,37.385,0.91,1,5.45,130.3,12.28,4,7,0,100
37:46.2,417.481,799.495,37.4,0.91,1,5.45,130.3,12.28,4,7,0,100
37:46.3,418.437,799.504,37.412,0.862,1,5.45,130.3,12.28,4,7,0,100
37:46.3,418.806,799.495,37.39,0.862,1,5.45,130.3,12.28,4,7,0,100
37:46.4,419.709,799.497,37.39,0.768,1,5.45,130.3,12.28,4,7,0,100
37:46.4,420.031,799.5,37.404,0.768,1,5.45,130.3,12.28,4,7,0,100
37:46.5,421.043,799.502,37.397,0.746,1,5.56,131.5,12.4,4,7,0,100
37:46.5,421.356,799.503,37.397,0.746,1,5.56,131.5,12.4,4,7,0,100
37:46.6,422.379,799.49,37.402,0.818,1,5.56,131.5,12.4,4,7,0,100
37:46.6,422.743,799.495,37.394,0.818,1,5.56,131.5,12.4,4,7,0,100
37:46.7,423.761,799.497,37.413,0.758,1,5.56,131.5,12.4,4,7,0,100
37:46.7,424.074,799.498,37.397,0.758,1,6.21,139.2,12.98,4,7,0,100
37:46.8,425.033,799.503,37.397,0.847,1,6.21,139.2,12.98,4,7,0,100
37:46.8,425.405,799.511,37.401,0.847,1,6.21,139.2,12.98,4,7,0,100
37:46.9,426.417,799.493,37.407,0.832,1,6.21,139.2,12.98,4,7,0,100
37:46.9,426.787,799.497,37.391,0.832,1,6.21,139.2,12.98,4,7,0,100
37:47.0,427.804,799.499,37.409,0.832,1,6.17,138.2,12.91,4,7,0,100
37:47.0,428.166,799.501,37.398,0.832,1,6.17,138.2,12.91,4,7,0,100
37:47.1,429.071,799.5,37.386,0.861,1,6.17,138.2,12.91,4,7,0,100
37:47.1,429.448,799.497,37.397,0.861,1,6.17,138.2,12.91,4,7,0,100
37:47.2,430.456,799.504,37.401,0.878,1,6.17,138.2,12.91,4,7,0,100
37:47.2,430.825,799.508,37.386,0.878,1,6.04,138.6,13.03,4,7,0,100
37:47.3,431.787,799.501,37.406,0.878,1,6.04,138.6,13.03,4,7,0,100
37:47.3,432.156,799.506,37.39,0.878,1,6.04,138.6,13.03,4,7,0,100
37:47.4,433.117,799.498,37.393,0.762,1,6.04,138.6,13.03,4,7,0,100
37:47.4,433.442,799.499,37.413,0.762,1,6.04,138.6,13.03,4,7,0,100
37:47.5,434.448,799.506,37.398,0.73,1,6.11,139.4,13.1,4,7,0,100
37:47.5,434.764,799.504,37.389,0.73,1,6.11,139.4,13.1,4,7,0,100
37:47.6,435.833,799.504,37.4,0.744,1,6.11,139.4,13.1,4,7,0,100
37:47.6,436.152,799.505,37.409,0.744,1,6.11,139.4,13.1,4,7,0,100
37:47.7,436.577,799.503,37.408,0.785,1,6.11,139.4,13.1,4,7,0,100
37:47.8,438.761,799.498,37.41,0.785,1,5.99,136.2,12.75,4,7,0,100
37:47.9,440.037,799.503,37.408,0.734,1,5.99,136.2,12.75,4,7,0,100
37:47.9,440.353,799.502,37.397,0.734,1,5.99,136.2,12.75,4,7,0,100
37:48.0,441.468,799.5,37.393,0.783,1,6.2,139.1,13.33,4,7,0,100
