time, x, y, z, speed, ArcOn, WFS, I, U, tool, frame, dz, speedOverride
38:14.6,407.073,799.499,59.392,1.762,0,6.03,135.9,12.84,4,7,0,100
38:14.7,404.413,799.505,59.403,1.783,0,6.03,135.9,12.84,4,7,0,100
38:14.7,403.613,799.507,59.404,1.783,0,6.03,135.9,12.84,4,7,0,100
38:14.8,400.811,799.497,59.389,1.588,0,6.03,135.9,12.84,4,7,0,100
38:14.8,400.154,799.49,59.398,1.588,0,6.03,135.9,12.84,4,7,0,100
38:14.9,397.887,799.504,59.401,1.892,0,6.03,135.9,12.84,4,7,0,100
38:14.9,397.082,799.5,59.395,1.892,0,6.03,135.9,12.84,4,7,0,100
38:15.0,393.356,799.503,59.407,2.126,0,6.03,135.9,12.84,4,7,0,100
38:15.1,392.424,799.496,59.401,2.126,0,6.03,135.9,12.84,4,7,0,100
38:15.2,389.628,799.507,59.403,1.914,0,6.03,135.9,12.84,4,7,0,100
38:15.2,388.828,799.502,59.404,1.914,0,6.03,135.9,12.84,4,7,0,100
38:15.2,386.429,799.505,59.402,1.869,0,6.03,135.9,12.84,4,7,0,100
38:15.3,385.634,799.497,59.41,1.869,0,6.03,135.9,12.84,4,7,0,100
38:15.3,383.232,799.496,59.402,1.913,0,6.03,135.9,12.84,4,7,0,100
38:15.4,382.432,799.505,59.392,1.913,0,6.03,135.9,12.84,4,7,0,100
38:15.4,380.04,799.5,59.399,1.89,0,6.03,135.9,12.84,4,7,0,100
38:15.5,379.241,799.489,59.402,1.89,0,6.03,135.9,12.84,4,7,0,100
38:15.5,376.837,799.508,59.396,1.853,0,6.03,135.9,12.84,4,7,0,100
38:15.6,376.039,799.503,59.405,1.853,0,6.03,135.9,12.84,4,7,0,100
38:15.6,373.514,799.496,59.401,1.915,0,6.03,135.9,12.84,4,7,0,100
38:15.7,372.709,799.498,59.399,1.915,0,6.03,135.9,12.84,4,7,0,100
38:15.7,370.316,799.498,59.408,2.117,0,6.03,135.9,12.84,4,7,0,100
38:15.8,369.382,799.495,59.403,2.117,0,6.03,135.9,12.84,4,7,0,100
38:15.8,367.113,799.504,59.392,2.205,0,6.03,135.9,12.84,4,7,0,100
38:15.9,366.185,799.489,59.393,2.205,0,6.03,135.9,12.84,4,7,0,100
38:15.9,363.79,799.508,59.403,2.2,0,6.03,135.9,12.84,4,7,0,100
38:16.0,362.853,799.501,59.392,2.2,0,6.03,135.9,12.84,4,7,0,100
38:16.0,360.316,799.505,59.394,2.199,0,6.03,135.9,12.84,4,7,0,100
38:16.1,359.388,799.5,59.394,2.199,0,6.03,135.9,12.84,4,7,0,100
38:16.1,357.13,799.502,59.404,2.059,0,6.03,135.9,12.84,4,7,0,100
38:16.2,356.196,799.509,59.401,2.059,0,6.03,135.9,12.84,4,7,0,100
38:16.2,353.665,799.504,59.41,1.886,0,6.03,135.9,12.84,4,7,0,100
38:16.3,352.86,799.498,59.39,1.886,0,6.03,135.9,12.84,4,7,0,100
38:16.3,350.534,799.5,59.639,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.4,350.017,799.505,61.091,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.4,349.882,799.491,69.945,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.5,349.875,799.502,73.205,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.5,349.872,799.499,81.59,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.6,349.878,799.489,84.4,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.6,353.121,799.501,88.197,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.7,356.158,799.5,87.146,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.8,366.264,799.493,83.53,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.8,368.895,799.501,82.577,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.9,377.678,799.498,79.4,2.5,0,6.03,135.9,12.84,4,7,0,100
38:16.9,380.322,799.504,78.476,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.0,388.662,799.495,75.466,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.0,391.743,799.5,74.25,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.1,398.883,799.502,68.078,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.1,399.826,799.496,64.868,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.2,399.996,799.503,55.986,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.2,400,799.498,52.713,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.3,399.998,799.501,44.513,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.3,399.999,799.508,42.347,2.5,0,6.03,135.9,12.84,4,7,0,100
38:17.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:17.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:18.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:19.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:20.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:21.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:22.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:23.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:24.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:25.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.6,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.7,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.8,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:26.9,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.0,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.1,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.2,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.3,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.4,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.5,400.002,799.501,41.397,0,0,6.03,135.9,12.84,4,7,0,100
38:27.5,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.6,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.6,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.7,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.7,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.8,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.8,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.9,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:27.9,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.0,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.0,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.1,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.1,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.2,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.2,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.3,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.3,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.4,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.4,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.5,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.5,400.002,799.501,41.397,0,0,7,124.6,13.05,4,7,0,100
38:28.6,400.017,799.504,41.403,0.208,1,1.49,0,0.04,4,7,0,100
38:28.6,400.103,799.499,41.395,0.208,1,1.49,0,0.04,4,7,0,100
38:28.7,401.17,799.505,41.397,1.065,1,1.49,0,0.04,4,7,0,100
38:28.7,401.636,799.496,41.4,1.065,1,1.49,0,0.04,4,7,0,100
38:28.8,402.911,799.493,41.403,1.01,1,1.49,0,0.04,4,7,0,100
38:28.8,404.115,799.498,41.405,1.01,1,2.61,87.4,8.97,4,7,0,100
38:28.9,405.311,799.511,41.395,1.058,1,2.61,87.4,8.97,4,7,0,100
38:28.9,405.776,799.501,41.397,1.058,1,2.61,87.4,8.97,4,7,0,100
38:29.0,407.049,799.496,41.396,1.02,1,2.61,87.4,8.97,4,7,0,100
38:29.1,408.247,799.495,41.39,1.02,1,5.36,122.6,11.89,4,7,0,100
38:29.2,409.454,799.496,41.397,0.951,1,5.36,122.6,11.89,4,7,0,100
38:29.2,409.856,799.497,41.394,0.951,1,5.36,122.6,11.89,4,7,0,100
38:29.3,411.192,799.495,41.403,1.044,1,5.36,122.6,11.89,4,7,0,100
38:29.3,412.527,799.493,41.394,1.044,1,5.78,128.1,12.65,4,7,0,100
38:29.4,413.797,799.498,41.395,0.944,1,5.78,128.1,12.65,4,7,0,100
38:29.4,414.199,799.498,41.407,0.944,1,5.78,128.1,12.65,4,7,0,100
38:29.5,415.538,799.493,41.406,0.946,1,5.78,128.1,12.65,4,7,0,100
38:29.6,415.94,799.493,41.401,0.946,1,5.78,128.1,12.65,4,7,0,100
38:29.6,417.202,799.506,41.407,0.899,1,6.6,143,13.47,4,7,0,100
38:29.7,417.601,799.504,41.399,0.899,1,6.6,143,13.47,4,7,0,100
38:29.7,418.866,799.503,41.393,0.968,1,6.6,143,13.47,4,7,0,100
38:29.8,419.274,799.503,41.398,0.968,1,6.6,143,13.47,4,7,0,100
38:29.8,420.409,799.506,41.404,1.108,1,6.6,143,13.47,4,7,0,100
38:29.8,420.878,799.494,41.395,1.108,1,6.69,143,13.57,4,7,0,100
38:29.9,421.345,799.501,41.405,0.987,1,6.69,143,13.57,4,7,0,100
38:30.0,422.746,799.499,41.395,0.987,1,6.69,143,13.57,4,7,0,100
38:30.0,424.014,799.495,41.393,1.039,1,6.69,143,13.57,4,7,0,100
38:30.1,425.488,799.504,41.41,1.039,1,6.97,146.4,13.84,4,7,0,100
38:30.2,426.893,799.499,41.405,1.006,1,6.97,146.4,13.84,4,7,0,100
38:30.3,428.088,799.503,41.402,1.006,1,6.97,146.4,13.84,4,7,0,100
38:30.4,429.498,799.499,41.407,0.917,1,7.61,140.9,14.65,4,7,0,100
38:30.4,429.894,799.494,41.395,0.917,1,7.61,140.9,14.65,4,7,0,100
38:30.5,431.102,799.498,41.411,0.904,1,7.61,140.9,14.65,4,7,0,100
38:30.5,431.493,799.504,41.392,0.904,1,7.61,140.9,14.65,4,7,0,100
38:30.6,432.763,799.498,41.394,1.142,1,7.61,140.9,14.65,4,7,0,100
38:30.6,433.233,799.502,41.393,1.142,1,7.61,140.9,14.65,4,7,0,100
38:30.7,434.497,799.51,41.392,0.953,1,7.05,137.5,13.92,4,7,0,100
38:30.7,434.9,799.505,41.39,0.953,1,7.05,137.5,13.92,4,7,0,100
38:30.8,436.436,799.509,41.399,0.974,1,7.05,137.5,13.92,4,7,0,100
38:30.8,436.838,799.504,41.397,0.974,1,7.05,137.5,13.92,4,7,0,100
38:30.9,438.04,799.503,41.388,0.929,1,6.83,139,13.7,4,7,0,100
38:30.9,438.442,799.499,41.403,0.929,1,6.83,139,13.7,4,7,0,100
38:31.0,439.709,799.504,41.391,1.067,1,6.83,139,13.7,4,7,0,100
38:31.0,440.177,799.506,41.403,1.067,1,6.83,139,13.7,4,7,0,100
38:31.1,441.319,799.499,41.405,1.078,1,6.83,139,13.7,4,7,0,100
38:31.1,441.786,799.5,41.4,1.078,1,6.83,139,13.7,4,7,0,100
38:31.2,443.049,799.501,41.399,0.98,1,6.62,143,13.19,4,7,0,100
38:31.2,443.459,799.499,41.408,0.98,1,6.62,143,13.19,4,7,0,100
38:31.3,444.592,799.504,41.404,1.092,1,6.62,143,13.19,4,7,0,100
38:31.3,445.057,799.503,41.396,1.092,1,6.62,143,13.19,4,7,0,100
38:31.4,446.327,799.507,41.406,0.801,1,6.62,143,13.19,4,7,0,100
38:31.4,446.656,799.507,41.4,0.801,1,6.5,143.7,13.4,4,7,0,100
