X,Y,Z,layer_id_2MethodKmean7
1829.1,354.796,-37.1551,3
1829.07,354.85,-37.2585,3
1829.07,354.907,-37.2823,3
1829.06,354.962,-37.3449,2
1829.05,355.02,-37.3842,2
1829.03,355.076,-37.44,2
1829.01,355.131,-37.5278,2
1828.99,355.185,-37.6477,2
1828.97,355.241,-37.7113,2
1828.95,355.296,-37.8234,2
1828.94,355.353,-37.8549,2
1828.9,355.406,-38.0399,2
1828.86,355.461,-38.1772,2
1828.85,355.517,-38.2165,2
1828.83,355.573,-38.3141,2
1828.79,355.627,-38.4922,2
1828.73,355.679,-38.745,2
1828.67,355.732,-38.9814,1
1828.61,355.784,-39.2197,1
1828.0,355.787,-41.6588,0
1827.55,350.901,-39.0501,1
1827.61,350.972,-38.8115,1
1827.67,351.043,-38.5895,2
1827.72,351.113,-38.3849,2
1827.77,351.181,-38.2046,2
1827.79,351.243,-38.1147,2
1827.82,351.306,-38.0404,2
1827.86,351.372,-37.8863,2
1827.87,351.433,-37.8285,2
1827.9,351.496,-37.7221,2
1827.94,351.561,-37.6002,2
1828.0,351.632,-37.3499,2
1828.01,351.69,-37.3329,2
1828.02,351.75,-37.2926,3
1828.04,351.812,-37.2114,3
1828.05,351.871,-37.1701,3
1828.08,351.934,-37.0734,3
1828.1,351.994,-37.0244,3
1828.11,352.054,-36.9675,3
1828.12,352.114,-36.9262,3
1828.14,352.174,-36.8781,3
1828.15,352.233,-36.8446,3
1828.16,352.292,-36.8042,3
1828.17,352.352,-36.7639,3
1828.18,352.41,-36.7391,3
1828.19,352.467,-36.7299,3
1828.19,352.526,-36.7129,3
1828.2,352.585,-36.6881,3
1828.21,352.644,-36.6555,3
1828.22,352.703,-36.623,3
1828.23,352.76,-36.606,3
1828.23,352.818,-36.6055,3
1828.24,352.876,-36.5807,3
1828.25,352.935,-36.5559,3
1828.25,352.992,-36.5544,3
1828.25,353.049,-36.554,3
1828.25,353.107,-36.5534,3
1828.26,353.165,-36.5442,3
1828.26,353.222,-36.5272,3
1828.27,353.281,-36.5189,3
1828.26,353.336,-36.5417,3
1828.26,353.394,-36.549,3
1828.27,353.452,-36.5242,3
1828.28,353.509,-36.515,3
1828.27,353.566,-36.53,3
1828.27,353.624,-36.5451,3
1828.28,353.681,-36.5368,3
1828.28,353.738,-36.5353,3
1828.28,353.795,-36.5426,3
1828.28,353.852,-36.5421,3
1828.28,353.91,-36.5562,3
1828.28,353.966,-36.5712,3
1828.28,354.023,-36.5862,3
1828.27,354.079,-36.6333,3
1828.27,354.136,-36.6406,3
1828.26,354.192,-36.6556,3
1828.25,354.248,-36.7105,3
1828.24,354.304,-36.7576,3
1828.24,354.362,-36.7561,3
1828.24,354.419,-36.7634,3
1828.24,354.476,-36.7861,3
1828.22,354.531,-36.8653,3
1828.21,354.586,-36.9124,3
1828.21,354.643,-36.9517,3
1828.2,354.699,-36.9823,3
1828.18,354.754,-37.0691,3
1828.17,354.811,-37.1162,3
1828.16,354.866,-37.1643,3
1828.14,354.921,-37.2589,3
1828.13,354.979,-37.2827,3
1828.13,355.035,-37.2977,3
1828.1,355.089,-37.4176,2
1828.1,355.147,-37.4404,2
1828.07,355.201,-37.568,2
1828.06,355.258,-37.5996,2
1828.06,355.315,-37.6068,2
1828.02,355.368,-37.783,2
1827.95,355.419,-38.0582,2
1827.95,355.476,-38.0898,2
1827.93,355.532,-38.1698,2
1827.9,355.588,-38.2907,2
1827.86,355.641,-38.4698,2
1827.82,355.696,-38.6236,2
1827.8,355.752,-38.6969,2
1827.74,355.805,-38.942,1
1827.7,355.859,-39.1133,1
1827.06,355.86,-41.6436,0
1827.06,355.919,-41.6684,0
1826.41,350.789,-39.3271,1
1826.47,350.861,-39.0963,1
1826.52,350.929,-38.914,1
1826.58,351.001,-38.6755,2
1826.63,351.069,-38.4874,2
1826.69,351.141,-38.2421,2
1826.74,351.209,-38.0618,2
1826.77,351.273,-37.9563,2
1826.8,351.336,-37.8499,2
1826.82,351.4,-37.7523,2
1826.84,351.46,-37.6944,2
1826.85,351.52,-37.6531,2
1826.89,351.585,-37.5156,2
1826.91,351.645,-37.4665,2
1826.92,351.705,-37.4174,2
1826.94,351.767,-37.3363,2
1826.96,351.829,-37.2707,3
1826.97,351.887,-37.2459,3
1826.99,351.949,-37.1813,3
1827.0,352.008,-37.1477,3
1827.0,352.066,-37.1472,3
1827.02,352.126,-37.0904,3
1827.03,352.186,-37.0335,3
1827.04,352.244,-37.0165,3
1827.05,352.303,-36.9917,3
1827.06,352.362,-36.9592,3
1827.08,352.423,-36.8858,3
1827.09,352.481,-36.861,3
1827.09,352.54,-36.8527,3
1827.09,352.596,-36.859,3
1827.09,352.653,-36.8663,3
1827.1,352.712,-36.8415,3
1827.11,352.771,-36.8167,3
1827.11,352.829,-36.7997,3
1827.12,352.887,-36.7827,3
1827.12,352.944,-36.7822,3
1827.12,353.002,-36.7817,3
1827.13,353.06,-36.7724,3
1827.14,353.118,-36.7554,3
1827.14,353.176,-36.7472,3
1827.14,353.233,-36.7457,3
1827.14,353.29,-36.753,3
1827.14,353.348,-36.7524,3
1827.15,353.406,-36.7432,3
1827.15,353.463,-36.7427,3
1827.15,353.52,-36.75,3
1827.15,353.577,-36.7563,3
1827.15,353.635,-36.7558,3
1827.15,353.692,-36.763,3
1827.15,353.75,-36.7703,3
1827.15,353.806,-36.7766,3
1827.15,353.863,-36.7839,3
1827.15,353.92,-36.7911,3
1827.15,353.977,-36.8139,3
1827.15,354.034,-36.8212,3
1827.15,354.092,-36.8207,3
1827.14,354.148,-36.859,3
1827.14,354.204,-36.8983,3
1827.14,354.261,-36.9056,3
1827.14,354.319,-36.9206,3
1827.13,354.374,-36.96,3
1827.12,354.43,-37.0148,3
1827.11,354.487,-37.0376,3
1827.11,354.545,-37.0526,3
1827.11,354.601,-37.0754,3
1827.1,354.658,-37.1147,3
1827.08,354.713,-37.1783,3
1827.07,354.769,-37.2254,3
1827.07,354.825,-37.2647,3
1827.06,354.883,-37.2875,3
1827.05,354.939,-37.3433,2
1827.04,354.995,-37.3981,2
1827.03,355.051,-37.4462,2
1827.01,355.107,-37.5175,2
1826.99,355.162,-37.6053,2
1826.98,355.219,-37.6447,2
1826.98,355.275,-37.6839,2
1826.95,355.33,-37.7961,2
1826.93,355.386,-37.8839,2
1826.92,355.443,-37.9319,2
1826.91,355.499,-37.9877,2
1826.86,355.552,-38.1649,2
1826.82,355.606,-38.3265,2
1826.76,355.658,-38.5949,2
1826.72,355.713,-38.7419,2
1826.68,355.767,-38.9132,1
1826.66,355.823,-39.0185,1
1826.6,355.876,-39.2403,1
1826.58,355.932,-39.3466,1
1825.42,350.759,-39.0257,1
1825.45,350.826,-38.893,1
1825.49,350.892,-38.7535,2
1825.55,350.963,-38.5314,2
1825.59,351.03,-38.3677,2
1825.63,351.095,-38.236,2
1825.66,351.16,-38.1053,2
1825.69,351.224,-37.9989,2
1825.71,351.286,-37.9177,2
1825.75,351.352,-37.7705,2
1825.77,351.413,-37.7292,2
1825.78,351.472,-37.6888,2
1825.79,351.532,-37.6388,2
1825.83,351.597,-37.5013,2
1825.85,351.658,-37.4444,2
1825.86,351.719,-37.3866,2
1825.87,351.778,-37.3618,2
1825.89,351.839,-37.3127,3
1825.9,351.898,-37.2714,3
1825.92,351.958,-37.2145,3
1825.92,352.017,-37.1897,3
1825.94,352.078,-37.1329,3
1825.95,352.136,-37.1081,3
1825.97,352.198,-37.0347,3
1825.98,352.258,-36.9856,3
1825.99,352.316,-36.9696,3
1825.99,352.374,-36.9604,3
1826.0,352.432,-36.9433,3
1826.01,352.49,-36.9185,3
1826.02,352.549,-36.8938,3
1826.03,352.61,-36.8291,3
1826.04,352.668,-36.8121,3
1826.05,352.727,-36.7873,3
1826.05,352.784,-36.7781,3
1826.06,352.842,-36.7776,3
1826.06,352.899,-36.7771,3
1826.06,352.957,-36.7679,3
1826.06,353.015,-36.7673,3
1826.07,353.072,-36.7581,3
1826.07,353.131,-36.7411,3
1826.08,353.188,-36.7328,3
1826.08,353.245,-36.7479,3
1826.08,353.302,-36.7551,3
1826.08,353.36,-36.7459,3
1826.09,353.418,-36.7366,3
1826.09,353.475,-36.7361,3
1826.09,353.533,-36.7269,3
1826.1,353.591,-36.7186,3
1826.09,353.648,-36.7414,3
1826.09,353.704,-36.7565,3
1826.09,353.761,-36.7793,3
1826.09,353.817,-36.7943,3
1826.09,353.875,-36.786,3
1826.09,353.933,-36.7846,3
1826.09,353.99,-36.7918,3
1826.09,354.048,-36.7991,3
1826.09,354.104,-36.8219,3
1826.09,354.161,-36.8369,3
1826.07,354.215,-36.9083,3
1826.07,354.272,-36.9311,3
1826.06,354.33,-36.9461,3
1826.06,354.387,-36.9689,3
1826.05,354.443,-37.0082,3
1826.05,354.499,-37.0398,3
1826.04,354.555,-37.0703,3
1826.03,354.612,-37.1174,3
1826.03,354.669,-37.1402,3
1826.02,354.725,-37.1795,3
1826.02,354.782,-37.2033,3
1826.01,354.838,-37.2426,3
1826.0,354.895,-37.2654,3
1825.99,354.951,-37.3367,2
1825.97,355.007,-37.4003,2
1825.97,355.063,-37.4153,2
1825.96,355.12,-37.4789,2
1825.94,355.176,-37.5425,2
1825.93,355.232,-37.6216,2
1825.91,355.288,-37.6774,2
1825.9,355.345,-37.7254,2
1825.87,355.399,-37.8453,2
1825.86,355.456,-37.8933,2
1825.85,355.513,-37.9491,2
1825.83,355.568,-38.037,2
1825.81,355.623,-38.1413,2
1825.79,355.679,-38.2301,2
1825.74,355.733,-38.4082,2
1825.71,355.787,-38.5543,2
1825.67,355.842,-38.7091,2
1825.62,355.896,-38.9047,1
1825.59,355.951,-39.0682,1
1824.93,355.951,-41.6656,0
1824.93,356.01,-41.6553,0
1824.94,356.069,-41.6547,0
1824.95,356.604,-41.6624,0
1824.96,356.664,-41.6531,0
1824.48,350.768,-39.0386,1
1824.52,350.836,-38.8816,1
1824.56,350.904,-38.7091,2
1824.62,350.973,-38.5036,2
1824.65,351.039,-38.3806,2
1824.69,351.104,-38.2499,2
1824.72,351.169,-38.127,2
1824.75,351.233,-38.0118,2
1824.77,351.294,-37.955,2
1824.8,351.358,-37.8408,2
1824.83,351.422,-37.7266,2
1824.85,351.483,-37.6687,2
1824.86,351.544,-37.6119,2
1824.88,351.605,-37.5385,2
1824.9,351.667,-37.4729,2
1824.91,351.726,-37.4394,2
1824.92,351.785,-37.399,2
1824.95,351.848,-37.3179,3
1824.96,351.908,-37.2688,3
1824.97,351.967,-37.2275,3
1824.99,352.029,-37.1541,3
1825.0,352.088,-37.1293,3
1825.01,352.146,-37.1123,3
1825.02,352.206,-37.0632,3
1825.04,352.266,-37.0229,3
1825.04,352.324,-36.9981,3
1825.05,352.382,-36.9966,3
1825.05,352.44,-36.9883,3
1825.06,352.498,-36.9713,3
1825.06,352.556,-36.9543,3
1825.07,352.615,-36.9373,3
1825.09,352.676,-36.8484,3
1825.1,352.735,-36.8236,3
1825.1,352.791,-36.8387,3
1825.1,352.848,-36.8459,3
1825.11,352.907,-36.8134,3
1825.12,352.966,-36.7886,3
1825.12,353.023,-36.7881,3
1825.12,353.081,-36.7866,3
1825.12,353.138,-36.7939,3
1825.12,353.196,-36.8011,3
1825.13,353.253,-36.7997,3
1825.13,353.312,-36.7749,3
1825.14,353.369,-36.7666,3
1825.14,353.427,-36.7574,3
1825.15,353.485,-36.7403,3
1825.15,353.542,-36.7399,3
1825.15,353.6,-36.7393,3
1825.15,353.658,-36.7456,3
1825.14,353.713,-36.785,3
1825.14,353.77,-36.8078,3
1825.14,353.827,-36.815,3
1825.14,353.884,-36.8223,3
1825.14,353.941,-36.8296,3
1825.15,353.999,-36.8203,3
1825.15,354.057,-36.8111,3
1825.13,354.111,-36.8824,3
1825.12,354.168,-36.9295,3
1825.12,354.224,-36.9601,3
1825.12,354.281,-36.9674,3
1825.11,354.337,-36.9989,3
1825.11,354.394,-37.0217,3
1825.11,354.452,-37.0212,3
1825.11,354.509,-37.0362,3
1825.11,354.566,-37.0513,3
1825.1,354.622,-37.0984,3
1825.08,354.677,-37.1697,3
1825.08,354.734,-37.1925,3
1825.07,354.791,-37.2153,3
1825.07,354.848,-37.2468,3
1825.06,354.904,-37.2939,3
1825.04,354.96,-37.3575,2
1825.04,355.017,-37.389,2
1825.03,355.074,-37.4283,2
1825.01,355.129,-37.5162,2
1824.99,355.184,-37.604,2
1824.98,355.241,-37.6511,2
1824.97,355.297,-37.6904,2
1824.94,355.352,-37.8025,2
1824.93,355.409,-37.8505,2
1824.92,355.465,-37.8976,2
1824.91,355.522,-37.9698,2
1824.87,355.576,-38.1315,2
1824.86,355.632,-38.1873,2
1824.83,355.688,-38.2926,2
1824.81,355.743,-38.4057,2
1824.77,355.798,-38.543,2
1824.73,355.852,-38.7056,2
1824.68,355.905,-38.9264,1
1824.65,355.961,-39.0734,1
1824.61,356.015,-39.2127,1
1824.0,356.021,-41.644,0
1824.0,356.08,-41.6434,0
1824.0,356.139,-41.6507,0
1824.01,356.318,-41.648,0
1824.01,356.377,-41.6387,0
1824.01,356.436,-41.6547,0
1824.02,356.615,-41.6433,0
1824.02,356.674,-41.6418,0
1823.2,350.803,-40.4202,0
1823.55,350.94,-39.0574,1
1823.59,351.007,-38.8839,1
1823.64,351.075,-38.7192,2
1823.69,351.144,-38.5302,2
1823.71,351.207,-38.4393,2
1823.76,351.274,-38.2677,2
1823.77,351.335,-38.2177,2
1823.79,351.397,-38.1443,2
1823.84,351.463,-37.9893,2
1823.85,351.524,-37.9392,2
1823.86,351.584,-37.8979,2
1823.89,351.647,-37.808,2
1823.91,351.709,-37.7259,2
1823.92,351.769,-37.6768,2
1823.94,351.83,-37.6199,2
1823.96,351.891,-37.5621,2
1823.97,351.95,-37.5373,2
1823.97,352.008,-37.5125,2
1824.0,352.069,-37.4392,2
1824.01,352.13,-37.3813,2
1824.03,352.191,-37.3167,3
1824.04,352.25,-37.2919,3
1824.04,352.308,-37.2827,3
1824.05,352.367,-37.2491,3
1824.06,352.425,-37.2243,3
1824.07,352.485,-37.2073,3
1824.08,352.544,-37.1582,3
1824.1,352.604,-37.1101,3
1824.11,352.664,-37.0533,3
1824.12,352.722,-37.0441,3
1824.12,352.779,-37.0513,3
1824.12,352.837,-37.0343,3
1824.13,352.896,-37.0018,3
1824.14,352.955,-36.9925,3
1824.14,353.012,-36.992,3
1824.15,353.071,-36.9662,3
1824.16,353.13,-36.9337,3
1824.16,353.187,-36.9244,3
1824.16,353.245,-36.9317,3
1824.17,353.302,-36.9234,3
1824.18,353.361,-36.8899,3
1824.18,353.419,-36.8894,3
1824.17,353.475,-36.9365,3
1824.16,353.531,-36.967,3
1824.16,353.588,-36.9743,3
1824.16,353.645,-36.9894,3
1824.16,353.702,-37.0131,3
1824.16,353.759,-37.0039,3
1824.17,353.818,-36.9869,3
1824.17,353.875,-37.0019,3
1824.16,353.93,-37.0412,3
1824.16,353.988,-37.0485,3
1824.16,354.046,-37.048,3
1824.15,354.102,-37.0863,3
1824.15,354.158,-37.1179,3
1824.14,354.215,-37.1649,3
1824.13,354.272,-37.1877,3
1824.13,354.327,-37.227,3
1824.12,354.383,-37.2664,3
1824.12,354.441,-37.2814,3
1824.12,354.498,-37.2887,3
1824.1,354.555,-37.3522,2
1824.08,354.609,-37.4313,2
1824.08,354.666,-37.4716,2
1824.07,354.723,-37.4866,2
1824.07,354.78,-37.5094,2
1824.06,354.836,-37.5487,2
1824.04,354.892,-37.6288,2
1824.04,354.949,-37.6516,2
1824.03,355.006,-37.6996,2
1824.02,355.062,-37.7555,2
1824.0,355.117,-37.8433,2
1823.99,355.174,-37.8913,2
1823.98,355.23,-37.9306,2
1823.96,355.286,-38.0184,2
1823.94,355.342,-38.115,2
1823.93,355.398,-38.1708,2
1823.89,355.451,-38.3334,2
1823.87,355.508,-38.4222,2
1823.83,355.561,-38.5848,2
1823.81,355.618,-38.6494,2
1823.78,355.673,-38.7954,1
1823.73,355.727,-38.9832,1
1823.67,355.779,-39.2215,1
1823.64,355.835,-39.353,1
1823.06,355.84,-41.6436,0
1823.07,355.959,-41.6425,0
1823.08,356.197,-41.6384,0
1822.22,351.251,-40.1346,1
1822.45,351.359,-39.213,1
1822.51,351.43,-38.99,1
1822.57,351.5,-38.767,1
1822.6,351.563,-38.6761,2
1822.64,351.631,-38.4958,2
1822.66,351.692,-38.4458,2
1822.67,351.751,-38.4044,2
1822.71,351.818,-38.2485,2
1822.72,351.877,-38.2149,2
1822.73,351.937,-38.1814,2
1822.75,351.998,-38.1235,2
1822.79,352.063,-37.9773,2
1822.8,352.123,-37.936,2
1822.81,352.182,-37.9025,2
1822.82,352.243,-37.8611,2
1822.86,352.305,-37.747,2
1822.87,352.366,-37.6979,2
1822.88,352.425,-37.6566,2
1822.89,352.485,-37.623,2
1822.9,352.544,-37.5983,2
1822.93,352.607,-37.5006,2
1822.94,352.665,-37.4671,2
1822.95,352.725,-37.4258,2
1822.96,352.784,-37.3932,2
1822.97,352.842,-37.3839,2
1822.97,352.9,-37.3834,2
1822.99,352.961,-37.3101,3
1823.01,353.022,-37.2212,3
1823.02,353.081,-37.1954,3
1823.02,353.138,-37.1949,3
1823.04,353.198,-37.1536,3
1823.04,353.257,-37.1288,3
1823.04,353.314,-37.1361,3
1823.04,353.371,-37.1511,3
1823.04,353.428,-37.1584,3
1823.04,353.485,-37.1821,3
1823.04,353.542,-37.1884,3
1823.04,353.6,-37.1802,3
1823.04,353.657,-37.1874,3
1823.03,353.713,-37.2423,3
1823.03,353.77,-37.2651,3
1823.02,353.826,-37.2966,3
1823.01,353.882,-37.368,2
1823.0,353.938,-37.3917,2
1823.0,353.995,-37.4146,2
1823.0,354.052,-37.4296,2
1822.99,354.109,-37.4446,2
1822.98,354.165,-37.5169,2
1822.96,354.219,-37.6048,2
1822.95,354.276,-37.6354,2
1822.95,354.334,-37.6514,2
1822.94,354.39,-37.6829,2
1822.93,354.445,-37.7542,2
1822.91,354.5,-37.8421,2
1822.9,354.557,-37.8824,2
1822.89,354.614,-37.9129,2
1822.89,354.671,-37.9367,2
1822.88,354.728,-37.9682,2
1822.85,354.781,-38.0969,2
1822.84,354.838,-38.1449,2
1822.84,354.896,-38.1686,2
1822.83,354.953,-38.2167,2
1822.79,355.005,-38.3783,2
1822.78,355.063,-38.4098,2
1822.77,355.119,-38.4579,2
1822.74,355.174,-38.6127,2
1822.73,355.231,-38.6607,2
1822.71,355.287,-38.7175,2
1822.67,355.34,-38.9131,1
1822.61,355.392,-39.1262,1
1822.59,355.448,-39.2159,1
1822.54,355.501,-39.4542,1
1822.24,355.529,-40.6469,0
1822.02,356.514,-41.6307,0
1822.02,356.574,-41.6292,0
1820.9,351.284,-41.6605,0
1820.93,351.347,-41.5667,0
1820.93,351.408,-41.5399,0
1820.94,351.469,-41.5219,0
1820.94,351.528,-41.5214,0
1820.97,351.592,-41.4266,0
1821.02,351.661,-41.2308,0
1821.14,351.742,-40.7901,0
1821.33,351.84,-40.0104,1
1821.4,351.912,-39.7602,1
1821.46,351.981,-39.5431,1
1821.47,352.043,-39.493,1
1821.5,352.106,-39.3759,1
1821.53,352.17,-39.2685,1
1821.56,352.234,-39.1601,1
1821.57,352.293,-39.1344,1
1821.74,353.017,-38.5744,2
1821.77,353.08,-38.4593,2
1821.78,353.14,-38.4413,2
1821.78,353.198,-38.4408,2
1821.78,353.256,-38.4402,2
1821.78,353.314,-38.4388,2
1821.78,353.371,-38.4548,2
1821.78,353.429,-38.4533,2
1821.79,353.488,-38.444,2
1821.79,353.546,-38.4357,2
1821.79,353.604,-38.4342,2
1821.79,353.662,-38.4502,2
1821.79,353.719,-38.4652,2
1821.79,353.778,-38.4725,2
1821.79,353.835,-38.4797,2
1821.79,353.894,-38.4792,2
1821.79,353.951,-38.5029,2
1821.76,354.005,-38.6161,2
1821.75,354.061,-38.6563,2
1821.74,354.119,-38.6966,2
1821.74,354.176,-38.7281,2
1821.72,354.231,-38.8092,1
1821.7,354.286,-38.8902,1
1821.69,354.344,-38.9305,1
1821.69,354.401,-38.9542,1
1821.68,354.458,-38.9858,1
1821.66,354.513,-39.0843,1
1821.64,354.568,-39.1906,1
1821.63,354.626,-39.2308,1
1821.6,354.681,-39.3449,1
1821.57,354.736,-39.4599,1
1821.56,354.793,-39.5089,1
1821.52,354.845,-39.6909,1
1821.5,354.902,-39.7564,1
1821.45,354.954,-39.9802,1
1821.39,355.005,-40.2292,0
1821.24,355.048,-40.8248,0
1821.09,355.09,-41.434,0
1821.05,355.145,-41.5772,0
1821.07,355.205,-41.5339,0
1821.07,355.265,-41.5158,0
1821.08,355.325,-41.5065,0
1821.06,355.382,-41.5905,0
1821.05,355.441,-41.6326,0
1821.07,356.034,-41.631,0
1821.07,356.093,-41.6304,0
1821.07,356.153,-41.6464,0
1819.88,351.959,-41.5786,0
1819.89,352.02,-41.5441,0
1819.9,352.08,-41.5173,0
1819.92,352.144,-41.4312,0
1819.93,352.204,-41.422,0
1819.95,352.267,-41.3359,0
1819.97,352.329,-41.2849,0
1820.05,352.402,-40.9706,0
1820.18,352.485,-40.4561,0
1820.21,352.55,-40.338,0
1820.23,352.611,-40.2705,0
1820.27,352.676,-40.1359,1
1820.3,352.74,-40.0266,1
1820.31,352.8,-39.9998,1
1820.31,352.86,-39.974,1
1820.34,352.922,-39.8822,1
1820.36,352.984,-39.7981,1
1820.37,353.044,-39.7636,1
1820.38,353.103,-39.7466,1
1820.38,353.162,-39.7451,1
1820.39,353.221,-39.7358,1
1820.41,353.284,-39.644,1
1820.41,353.342,-39.6512,1
1820.41,353.4,-39.6584,1
1820.41,353.459,-39.6579,1
1820.4,353.514,-39.7234,1
1820.4,353.574,-39.7141,1
1820.42,353.635,-39.6553,1
1820.4,353.69,-39.7461,1
1820.4,353.748,-39.7611,1
1820.4,353.806,-39.7683,1
1820.4,353.865,-39.7843,1
1820.38,353.92,-39.8586,1
1820.38,353.979,-39.8745,1
1820.38,354.036,-39.8895,1
1820.36,354.093,-39.9638,1
1820.35,354.15,-39.9963,1
1820.34,354.208,-40.0452,1
1820.32,354.262,-40.1448,1
1820.31,354.32,-40.186,1
1820.26,354.372,-40.3855,0
1820.25,354.429,-40.4267,0
1820.23,354.485,-40.5436,0
1820.2,354.54,-40.6519,0
1820.19,354.598,-40.7018,0
1820.13,354.65,-40.9372,0
1820.09,354.703,-41.0969,0
1820.03,354.755,-41.3672,0
1819.98,354.808,-41.5784,0
1819.97,354.867,-41.6031,0
1819.97,354.925,-41.6365,0
1819.99,355.519,-41.6271,0
1819.99,355.578,-41.6265,0
1819.05,355.407,-41.6313,0
1819.05,355.467,-41.6394,0
1819.06,355.824,-41.6167,0
1819.06,355.883,-41.6239,0
1819.07,355.943,-41.6224,0
1819.07,356.001,-41.6131,0
1819.07,356.061,-41.6125,0
1819.07,356.121,-41.6198,0
1871.72,351.533,-41.4648,0
1871.78,351.604,-41.2379,0
1871.8,351.666,-41.1848,0
1871.81,351.727,-41.1493,0
1871.86,351.796,-40.9671,0
1871.87,351.858,-40.9141,0
1871.88,351.919,-40.8786,0
1871.91,351.983,-40.7741,0
1871.94,352.047,-40.687,0
1871.95,352.108,-40.6603,0
1871.95,352.168,-40.651,0
1871.96,352.229,-40.6242,0
1871.99,352.293,-40.5032,0
1872.0,352.354,-40.4939,0
1872.0,352.413,-40.4924,0
1872.0,352.473,-40.483,0
1872.01,352.532,-40.4825,0
1872.01,352.592,-40.4897,0
1872.01,352.652,-40.4804,0
1872.01,352.711,-40.4799,0
1872.01,352.771,-40.4793,0
1872.02,352.831,-40.4778,0
1872.02,352.89,-40.4772,0
1872.02,352.95,-40.4767,0
1872.02,353.009,-40.4839,0
1872.02,353.069,-40.4833,0
1872.03,353.128,-40.4818,0
1872.03,353.188,-40.49,0
1872.03,353.247,-40.4982,0
1872.03,353.307,-40.4966,0
1872.03,353.366,-40.5048,0
1871.97,353.418,-40.7276,0
1871.97,353.477,-40.7523,0
1871.95,353.534,-40.8372,0
1871.94,353.592,-40.8716,0
1871.94,353.65,-40.905,0
1871.91,353.706,-41.0161,0
1871.91,353.766,-41.0331,0
1871.88,353.822,-41.1529,0
1871.81,353.872,-41.4388,0
1871.8,353.931,-41.4907,0
1871.77,353.988,-41.6115,0
1871.77,354.046,-41.6362,0
1871.77,354.106,-41.6443,0
1871.11,350.912,-40.0972,1
1871.14,350.978,-39.9596,1
1871.18,351.045,-39.8308,1
1871.22,351.111,-39.6855,1
1871.25,351.176,-39.5742,1
1871.26,351.237,-39.5397,1
1871.27,351.297,-39.5139,1
1871.29,351.361,-39.4113,1
1871.32,351.425,-39.3175,1
1871.33,351.486,-39.282,1
1871.34,351.546,-39.2649,1
1871.35,351.606,-39.2382,1
1871.36,351.667,-39.2123,1
1871.4,351.733,-39.0593,1
1871.4,351.793,-39.0335,1
1871.41,351.854,-39.0077,1
1871.42,351.913,-38.9897,1
1871.42,351.972,-38.9969,1
1871.42,352.031,-38.9963,1
1871.43,352.091,-38.9783,1
1871.43,352.15,-38.9613,1
1871.45,352.213,-38.8927,1
1871.44,352.269,-38.9417,1
1871.45,352.328,-38.9412,1
1871.47,352.39,-38.8736,1
1871.47,352.45,-38.8556,1
1871.47,352.509,-38.8628,1
1871.46,352.565,-38.9293,1
1871.47,352.626,-38.8695,1
1871.47,352.684,-38.8855,1
1871.48,352.744,-38.8762,1
1871.48,352.803,-38.8757,1
1871.47,352.86,-38.9247,1
1871.47,352.919,-38.9329,1
1871.47,352.976,-38.9488,1
1871.47,353.035,-38.9473,1
1871.47,353.095,-38.9468,1
1871.47,353.153,-38.9628,1
1871.47,353.212,-38.9622,1
1871.47,353.272,-38.9607,1
1871.47,353.33,-38.9679,1
1871.47,353.389,-38.9839,1
1871.47,353.447,-38.9921,1
1871.47,353.506,-38.9993,1
1871.45,353.562,-39.0823,1
1871.45,353.621,-39.0983,1
1871.45,353.679,-39.1142,1
1871.43,353.736,-39.1894,1
1871.43,353.794,-39.2054,1
1871.42,353.853,-39.2388,1
1871.42,353.911,-39.2548,1
1871.42,353.969,-39.262,1
1871.42,354.028,-39.2867,1
1871.37,354.082,-39.4639,1
1871.37,354.141,-39.4876,1
1871.37,354.198,-39.5123,1
1871.36,354.257,-39.537,1
1871.34,354.313,-39.6374,1
1871.31,354.369,-39.7563,1
1871.3,354.428,-39.7975,1
1871.28,354.484,-39.9076,1
1871.27,354.542,-39.9323,1
1871.24,354.598,-40.0764,1
1871.21,354.654,-40.1866,1
1871.18,354.71,-40.3229,0
1871.11,354.762,-40.5884,0
1871.08,354.819,-40.7247,0
1871.08,354.877,-40.7407,0
1870.33,350.491,-39.4315,1
1870.37,350.557,-39.3037,1
1870.38,350.619,-39.2439,1
1870.44,350.689,-39.0315,1
1870.46,350.752,-38.9717,1
1870.51,350.821,-38.7778,1
1870.52,350.882,-38.7268,2
1870.53,350.943,-38.701,2
1870.56,351.007,-38.5994,2
1870.58,351.07,-38.5066,2
1870.59,351.131,-38.4721,2
1870.61,351.192,-38.4375,2
1870.61,351.252,-38.4117,2
1870.66,351.319,-38.2441,2
1870.66,351.379,-38.2348,2
1870.67,351.438,-38.2177,2
1870.68,351.498,-38.192,2
1870.69,351.558,-38.1574,2
1870.71,351.62,-38.0898,2
1870.72,351.68,-38.0563,2
1870.74,351.742,-37.98,2
1870.74,351.801,-37.9707,2
1870.75,351.862,-37.9371,2
1870.76,351.921,-37.9114,2
1870.77,351.98,-37.9021,2
1870.79,352.042,-37.818,2
1870.8,352.102,-37.801,2
1870.8,352.16,-37.7917,2
1870.8,352.219,-37.7912,2
1870.84,352.283,-37.6664,2
1870.84,352.343,-37.6571,2
1870.84,352.401,-37.6643,2
1870.85,352.459,-37.655,2
1870.85,352.518,-37.6623,2
