X,Y,Z,layer_id_2MethodKmean7
1832.31,353.582,-37.3955,2
1832.32,353.639,-37.3951,2
1832.31,353.694,-37.4334,2
1832.3,353.751,-37.4562,2
1832.3,353.807,-37.4781,2
1832.29,353.861,-37.5242,2
1832.29,353.918,-37.5392,2
1832.29,353.976,-37.531,2
1832.29,354.032,-37.5295,2
1832.3,354.089,-37.529,2
1832.3,354.146,-37.5276,2
1832.3,354.203,-37.5426,2
1832.28,354.257,-37.6121,2
1832.27,354.313,-37.6504,2
1832.27,354.369,-37.681,2
1832.26,354.424,-37.7194,2
1832.26,354.481,-37.7344,2
1832.25,354.537,-37.765,2
1832.25,354.593,-37.8033,2
1832.23,354.648,-37.865,2
1832.23,354.704,-37.8878,2
1832.22,354.761,-37.9261,2
1832.21,354.815,-37.981,2
1832.17,354.868,-38.1213,2
1832.17,354.925,-38.1606,2
1832.16,354.981,-38.2067,2
1832.13,355.034,-38.3324,2
1832.11,355.089,-38.4184,2
1832.08,355.143,-38.5208,2
1832.05,355.196,-38.6785,2
1831.95,355.244,-39.0528,1
1831.89,355.294,-39.3086,1
1831.83,355.345,-39.5654,1
1830.86,351.169,-39.1137,1
1830.89,351.234,-38.9937,1
1830.94,351.3,-38.8251,1
1831.05,351.381,-38.3786,2
1831.07,351.442,-38.3227,2
1831.1,351.505,-38.2183,2
1831.12,351.566,-38.1469,2
1831.14,351.627,-38.0667,2
1831.16,351.689,-37.9875,2
1831.17,351.749,-37.9394,2
1831.18,351.807,-37.9146,2
1831.2,351.867,-37.8432,2
1831.23,351.929,-37.7553,2
1831.24,351.988,-37.7072,2
1831.25,352.048,-37.6669,2
1831.26,352.107,-37.6353,2
1831.28,352.166,-37.5872,2
1831.28,352.223,-37.5702,2
1831.3,352.282,-37.5309,2
1831.32,352.342,-37.4594,2
1831.33,352.401,-37.4269,2
1831.34,352.459,-37.3944,2
1831.34,352.517,-37.3783,2
1831.35,352.575,-37.3623,2
1831.36,352.632,-37.3453,2
1831.36,352.689,-37.3448,2
1831.36,352.746,-37.3433,2
1831.37,352.804,-37.3195,3
1831.38,352.862,-37.2948,3
1831.38,352.919,-37.2865,3
1831.38,352.975,-37.2928,3
1831.38,353.033,-37.2846,3
1831.39,353.09,-37.2676,3
1831.4,353.148,-37.2516,3
1831.41,353.206,-37.219,3
1831.41,353.263,-37.2108,3
1831.41,353.319,-37.2336,3
1831.4,353.375,-37.2632,3
1831.4,353.431,-37.286,3
1831.39,353.487,-37.3088,3
1831.39,353.543,-37.3152,3
1831.39,353.598,-37.3535,2
1831.38,353.654,-37.3764,2
1831.38,353.71,-37.3914,2
1831.38,353.767,-37.3977,2
1831.37,353.822,-37.4516,2
1831.37,353.879,-37.4589,2
1831.38,353.937,-37.4263,2
1831.38,353.994,-37.4259,2
1831.38,354.05,-37.4564,2
1831.37,354.105,-37.4783,2
1831.37,354.163,-37.4856,2
1831.38,354.219,-37.4773,2
1831.38,354.276,-37.4759,2
1831.38,354.333,-37.4909,2
1831.37,354.388,-37.5293,2
1831.37,354.445,-37.5443,2
1831.36,354.501,-37.5817,2
1831.33,354.554,-37.6909,2
1831.32,354.609,-37.7613,2
1831.32,354.665,-37.7754,2
1831.31,354.721,-37.806,2
1831.31,354.778,-37.8288,2
1831.3,354.834,-37.8671,2
1831.29,354.89,-37.9133,2
1831.26,354.943,-38.0235,2
1831.26,355.0,-38.054,2
1831.24,355.054,-38.14,2
1831.23,355.11,-38.1938,2
1831.2,355.165,-38.2962,2
1831.18,355.219,-38.4064,2
1831.12,355.269,-38.6273,2
1831.06,355.321,-38.8812,1
1831.0,355.371,-39.1448,1
1830.93,355.421,-39.4083,1
1830.86,355.472,-39.6816,1
1829.79,351.125,-39.1192,1
1829.88,351.203,-38.7582,2
1829.96,351.277,-38.4477,2
1830.02,351.347,-38.2335,2
1830.05,351.408,-38.1378,2
1830.08,351.473,-38.0022,2
1830.1,351.533,-37.9541,2
1830.12,351.594,-37.8827,2
1830.15,351.658,-37.7481,2
1830.17,351.717,-37.7078,2
1830.17,351.775,-37.6918,2
1830.18,351.833,-37.667,2
1830.2,351.893,-37.6033,2
1830.22,351.955,-37.5164,2
1830.23,352.014,-37.4838,2
1830.24,352.072,-37.4601,2
1830.26,352.132,-37.3886,2
1830.28,352.191,-37.3328,2
1830.29,352.251,-37.2934,3
1830.3,352.308,-37.2687,3
1830.31,352.367,-37.2206,3
1830.31,352.425,-37.2123,3
1830.31,352.48,-37.2274,3
1830.32,352.538,-37.2182,3
1830.32,352.595,-37.2099,3
1830.34,352.655,-37.1385,3
1830.35,352.713,-37.1147,3
1830.35,352.77,-37.1132,3
1830.34,352.823,-37.1749,3
1830.33,352.879,-37.2211,3
1830.33,352.935,-37.2274,3
1830.34,352.994,-37.1803,3
1830.36,353.053,-37.1167,3
1830.36,353.11,-37.1162,3
1830.36,353.166,-37.139,3
1830.36,353.223,-37.1375,3
1830.37,353.281,-37.106,3
1830.38,353.339,-37.0967,3
1830.38,353.395,-37.0963,3
1830.38,353.452,-37.0793,3
1830.39,353.509,-37.0633,3
1830.39,353.567,-37.055,3
1830.39,353.623,-37.0613,3
1830.39,353.679,-37.0997,3
1830.38,353.734,-37.138,3
1830.38,353.79,-37.1521,3
1830.38,353.846,-37.1516,3
1830.37,353.902,-37.1813,3
1830.36,353.957,-37.2351,3
1830.35,354.012,-37.2813,3
1830.35,354.069,-37.3041,3
1830.35,354.125,-37.3104,3
1830.35,354.182,-37.3099,3
1830.35,354.239,-37.3085,3
1830.35,354.295,-37.3235,3
1830.35,354.352,-37.323,3
1830.35,354.408,-37.3449,2
1830.33,354.462,-37.423,2
1830.33,354.519,-37.4449,2
1830.32,354.575,-37.4677,2
1830.32,354.631,-37.4905,2
1830.31,354.686,-37.5367,2
1830.3,354.742,-37.5672,2
1830.29,354.798,-37.6211,2
1830.29,354.853,-37.6595,2
1830.28,354.91,-37.6978,2
1830.26,354.965,-37.7595,2
1830.25,355.02,-37.8367,2
1830.24,355.075,-37.875,2
1830.23,355.131,-37.9143,2
1830.21,355.185,-37.9993,2
1830.2,355.242,-38.0464,2
1830.19,355.297,-38.1158,2
1830.16,355.351,-38.2415,2
1830.14,355.407,-38.2963,2
1830.08,355.457,-38.5492,2
1829.99,355.506,-38.907,1
1829.96,355.559,-39.0579,1
1829.9,355.611,-39.273,1
1829.87,355.665,-39.4327,1
1828.75,351.028,-38.9869,1
1828.81,351.1,-38.7464,2
1828.88,351.171,-38.4991,2
1828.94,351.241,-38.2605,2
1828.98,351.308,-38.0939,2
1829.01,351.371,-37.9904,2
1829.04,351.434,-37.8714,2
1829.06,351.494,-37.8155,2
1829.09,351.557,-37.7198,2
1829.1,351.616,-37.6727,2
1829.12,351.677,-37.609,2
1829.15,351.738,-37.5133,2
1829.16,351.797,-37.4817,2
1829.17,351.857,-37.4259,2
1829.19,351.917,-37.3777,2
1829.2,351.976,-37.3229,3
1829.21,352.034,-37.2903,3
1829.22,352.092,-37.2665,3
1829.24,352.153,-37.1951,3
1829.25,352.211,-37.1548,3
1829.26,352.27,-37.131,3
1829.28,352.329,-37.0761,3
1829.28,352.387,-37.0514,3
1829.29,352.444,-37.0353,3
1829.3,352.503,-37.0028,3
1829.31,352.56,-36.979,3
1829.32,352.619,-36.9464,3
1829.33,352.677,-36.8994,3
1829.33,352.734,-36.8989,3
1829.33,352.791,-36.9129,3
1829.33,352.846,-36.928,3
1829.32,352.901,-36.9732,3
1829.31,352.956,-37.0115,3
1829.31,353.012,-37.0188,3
1829.32,353.07,-36.9863,3
1829.34,353.129,-36.947,3
1829.33,353.185,-36.961,3
1829.33,353.24,-36.9839,3
1829.33,353.297,-36.9834,3
1829.33,353.353,-37.0053,3
1829.33,353.409,-37.0126,3
1829.33,353.467,-37.0033,3
1829.34,353.523,-36.9951,3
1829.34,353.58,-36.9946,3
1829.34,353.637,-37.0009,3
1829.34,353.693,-37.0159,3
1829.34,353.749,-37.0223,3
1829.34,353.807,-37.0062,3
1829.35,353.864,-37.0058,3
1829.34,353.919,-37.0199,3
1829.35,353.976,-37.0194,3
1829.35,354.034,-36.9946,3
1829.36,354.091,-36.9941,3
1829.35,354.147,-37.016,3
1829.36,354.204,-37.0077,3
1829.36,354.26,-37.0228,3
1829.35,354.315,-37.0524,3
1829.35,354.372,-37.0597,3
1829.35,354.429,-37.0582,3
1829.35,354.486,-37.0655,3
1829.34,354.54,-37.1349,3
1829.32,354.595,-37.2043,3
1829.32,354.651,-37.2107,3
1829.32,354.707,-37.2413,3
1829.31,354.762,-37.2796,3
1829.29,354.817,-37.3403,2
1829.29,354.873,-37.3787,2
1829.28,354.929,-37.4325,2
1829.26,354.983,-37.5097,2
1829.24,355.038,-37.5801,2
1829.23,355.093,-37.634,2
1829.21,355.148,-37.7034,2
1829.19,355.202,-37.8127,2
1829.18,355.258,-37.8432,2
1829.18,355.314,-37.8738,2
1829.17,355.372,-37.9044,2
1829.16,355.426,-37.9738,2
1829.14,355.482,-38.0442,2
1829.09,355.533,-38.2563,2
1829.08,355.589,-38.3112,2
1829.02,355.642,-38.5242,2
1828.97,355.693,-38.7616,2
1828.9,355.744,-39.0164,1
1828.87,355.798,-39.1761,1
1827.79,350.904,-39.1064,1
1827.84,350.972,-38.9135,1
1827.9,351.043,-38.6817,2
1827.96,351.113,-38.4587,2
1828.02,351.184,-38.2202,2
1828.06,351.25,-38.069,2
1828.09,351.314,-37.95,2
1828.11,351.374,-37.8941,2
1828.15,351.438,-37.7596,2
1828.16,351.497,-37.7192,2
1828.17,351.557,-37.6789,2
1828.22,351.623,-37.4977,2
1828.23,351.683,-37.4418,2
1828.25,351.742,-37.4025,2
1828.25,351.8,-37.3777,2
1828.27,351.861,-37.315,3
1828.29,351.92,-37.2592,3
1828.31,351.981,-37.1722,3
1828.32,352.039,-37.1485,3
1828.32,352.096,-37.1392,3
1828.33,352.153,-37.1387,3
1828.34,352.212,-37.0829,3
1828.36,352.271,-37.0358,3
1828.36,352.329,-37.0275,3
1828.36,352.385,-37.026,3
1828.37,352.444,-36.9945,3
1828.39,352.503,-36.9542,3
1828.39,352.561,-36.9304,3
1828.41,352.62,-36.8755,3
1828.42,352.678,-36.8507,3
1828.42,352.734,-36.8503,3
1828.42,352.791,-36.841,3
1828.43,352.849,-36.8172,3
1828.44,352.906,-36.8012,3
1828.44,352.962,-36.8153,3
1828.43,353.018,-36.8303,3
1828.43,353.074,-36.8522,3
1828.43,353.13,-36.8672,3
1828.42,353.185,-36.9046,3
1828.42,353.241,-36.9119,3
1828.42,353.298,-36.9115,3
1828.42,353.354,-36.9255,3
1828.41,353.409,-36.9717,3
1828.41,353.464,-37.0013,3
1828.41,353.521,-37.0008,3
1828.41,353.578,-36.9926,3
1828.42,353.635,-36.9756,3
1828.43,353.694,-36.944,3
1828.42,353.749,-36.9736,3
1828.42,353.805,-36.9809,3
1828.44,353.863,-36.9338,3
1828.45,353.922,-36.8935,3
1828.45,353.979,-36.893,3
1828.45,354.035,-36.9149,3
1828.44,354.091,-36.9377,3
1828.44,354.147,-36.944,3
1828.44,354.203,-36.9669,3
1828.44,354.259,-36.9819,3
1828.44,354.316,-36.996,3
1828.44,354.373,-36.9955,3
1828.44,354.428,-37.0096,3
1828.42,354.483,-37.0713,3
1828.42,354.539,-37.1096,3
1828.42,354.595,-37.1159,3
1828.42,354.652,-37.1232,3
1828.41,354.707,-37.1538,3
1828.4,354.762,-37.2067,3
1828.39,354.818,-37.2451,3
1828.37,354.872,-37.3378,2
1828.36,354.928,-37.3684,2
1828.36,354.984,-37.399,2
1828.35,355.04,-37.4363,2
1828.31,355.093,-37.5922,2
1828.31,355.148,-37.6305,2
1828.3,355.204,-37.6611,2
1828.28,355.259,-37.7626,2
1828.25,355.313,-37.8718,2
1828.24,355.369,-37.9024,2
1828.24,355.425,-37.9174,2
1828.21,355.48,-38.0421,2
1828.19,355.534,-38.1601,2
1828.16,355.588,-38.2858,2
1828.1,355.639,-38.4989,2
1828.07,355.693,-38.6411,2
1828.02,355.746,-38.8474,1
1827.98,355.8,-39.0139,1
1827.95,355.854,-39.1571,1
1827.33,356.381,-41.6681,0
1826.85,350.859,-39.1097,1
1826.9,350.929,-38.9013,1
1826.96,350.999,-38.6773,2
1827.0,351.065,-38.5175,2
1827.03,351.128,-38.4208,2
1827.1,351.199,-38.1667,2
1827.14,351.267,-37.9922,2
1827.16,351.327,-37.9364,2
1827.19,351.39,-37.8251,2
1827.22,351.453,-37.7139,2
1827.24,351.514,-37.6347,2
1827.25,351.574,-37.5953,2
1827.27,351.634,-37.5317,2
1827.29,351.695,-37.4447,2
1827.31,351.754,-37.3966,2
1827.32,351.812,-37.3719,2
1827.33,351.872,-37.317,3
1827.34,351.931,-37.2922,3
1827.35,351.988,-37.2762,3
1827.36,352.047,-37.2281,3
1827.37,352.107,-37.1877,3
1827.39,352.167,-37.1173,3
1827.42,352.229,-37.007,3
1827.43,352.287,-36.9755,3
1827.43,352.344,-36.9905,3
1827.43,352.4,-36.9891,3
1827.46,352.461,-36.9109,3
1827.46,352.518,-36.8861,3
1827.48,352.577,-36.839,3
1827.49,352.636,-36.7841,3
1827.5,352.694,-36.7671,3
1827.5,352.75,-36.7822,3
1827.5,352.806,-36.7885,3
1827.5,352.862,-36.788,3
1827.5,352.918,-36.8109,3
1827.49,352.975,-36.825,3
1827.5,353.032,-36.8244,3
1827.5,353.088,-36.8152,3
1827.5,353.144,-36.8225,3
1827.51,353.202,-36.8065,3
1827.51,353.259,-36.7973,3
1827.51,353.315,-36.8123,3
1827.51,353.371,-36.8187,3
1827.51,353.427,-36.826,3
1827.51,353.484,-36.8177,3
1827.52,353.542,-36.8085,3
1827.51,353.598,-36.8313,3
1827.51,353.652,-36.8765,3
1827.51,353.708,-36.8838,3
1827.52,353.767,-36.8357,3
1827.52,353.823,-36.8507,3
1827.51,353.878,-36.8813,3
1827.51,353.935,-36.8954,3
1827.52,353.993,-36.8561,3
1827.53,354.05,-36.8468,3
1827.52,354.105,-36.8775,3
1827.51,354.16,-36.9382,3
1827.5,354.215,-36.9921,3
1827.5,354.272,-36.9993,3
1827.5,354.328,-36.9901,3
1827.5,354.386,-36.9818,3
1827.5,354.442,-37.0037,3
1827.48,354.496,-37.0887,3
1827.47,354.55,-37.1348,3
1827.47,354.607,-37.1489,3
1827.47,354.663,-37.1407,3
1827.47,354.72,-37.1557,3
1827.46,354.775,-37.2086,3
1827.45,354.831,-37.2547,3
1827.43,354.885,-37.3319,2
1827.42,354.94,-37.3858,2
1827.42,354.996,-37.4164,2
1827.39,355.051,-37.5169,2
1827.39,355.107,-37.5475,2
1827.38,355.163,-37.578,2
1827.37,355.218,-37.6397,2
1827.34,355.272,-37.7645,2
1827.31,355.326,-37.8737,2
1827.29,355.381,-37.9596,2
1827.29,355.437,-37.9824,2
1827.26,355.491,-38.0916,2
1827.23,355.544,-38.2329,2
1827.2,355.598,-38.3673,2
1827.16,355.653,-38.5163,2
1827.13,355.706,-38.6508,2
1827.08,355.759,-38.8415,1
1827.04,355.813,-39.0158,1
1827.01,355.867,-39.1512,1
1826.98,355.922,-39.2711,1
1826.38,356.101,-41.6591,0
1825.61,350.819,-39.2207,1
1825.65,350.885,-39.0754,1
1825.7,350.952,-38.9145,1
1825.75,351.022,-38.6983,2
1825.8,351.088,-38.5385,2
1825.84,351.155,-38.3874,2
1825.86,351.217,-38.2829,2
1825.89,351.278,-38.2115,2
1825.91,351.34,-38.1391,2
1825.96,351.408,-37.9491,2
1825.97,351.467,-37.901,2
1825.99,351.529,-37.8131,2
1826.02,351.591,-37.7183,2
1826.03,351.651,-37.6702,2
1826.05,351.709,-37.6299,2
1826.06,351.769,-37.5896,2
1826.09,351.832,-37.4716,2
1826.11,351.891,-37.4157,2
1826.11,351.95,-37.3919,2
1826.12,352.008,-37.3749,2
1826.14,352.068,-37.3035,3
1826.17,352.129,-37.2175,3
1826.17,352.187,-37.2005,3
1826.18,352.245,-37.1767,3
1826.19,352.303,-37.1364,3
1826.2,352.362,-37.1048,3
1826.21,352.42,-37.0878,3
1826.22,352.478,-37.0485,3
1826.23,352.536,-37.0237,3
1826.24,352.594,-36.9921,3
1826.24,352.652,-36.9829,3
1826.25,352.71,-36.9435,3
1826.27,352.769,-36.8887,3
1826.27,352.826,-36.8872,3
1826.27,352.882,-36.9023,3
1826.27,352.938,-36.8931,3
1826.28,352.996,-36.8848,3
1826.29,353.054,-36.8532,3
1826.29,353.11,-36.8596,3
1826.29,353.166,-36.8668,3
1826.29,353.224,-36.8576,3
1826.3,353.282,-36.826,3
1826.3,353.338,-36.8411,3
1826.3,353.394,-36.8552,3
1826.3,353.45,-36.8703,3
1826.3,353.506,-36.8688,3
1826.31,353.565,-36.845,3
1826.31,353.621,-36.8367,3
1826.3,353.676,-36.8897,3
1826.29,353.732,-36.928,3
1826.29,353.787,-36.9499,3
1826.29,353.843,-36.965,3
1826.29,353.9,-36.9489,3
1826.3,353.957,-36.9397,3
1826.29,354.014,-36.9625,3
1826.29,354.069,-36.9844,3
1826.29,354.126,-36.9917,3
1826.29,354.183,-36.9902,3
1826.29,354.238,-37.013,3
1826.27,354.293,-37.0825,3
1826.26,354.348,-37.1277,3
1826.27,354.405,-37.1272,3
1826.26,354.461,-37.1422,3
1826.26,354.517,-37.1485,3
1826.26,354.573,-37.1869,3
1826.25,354.629,-37.2252,3
1826.24,354.684,-37.2626,3
1826.22,354.738,-37.3563,2
1826.21,354.794,-37.3937,2
1826.19,354.849,-37.4718,2
1826.18,354.903,-37.5335,2
1826.18,354.96,-37.5321,2
1826.18,355.016,-37.5471,2
1826.17,355.072,-37.5932,2
1826.16,355.128,-37.6626,2
1826.14,355.182,-37.733,2
1826.12,355.238,-37.8102,2
1826.11,355.293,-37.8728,2
1826.07,355.345,-38.0209,2
1826.05,355.4,-38.1388,2
1826.02,355.454,-38.2403,2
1826.0,355.509,-38.3427,2
1825.98,355.564,-38.4053,2
1825.96,355.619,-38.5155,2
1825.93,355.674,-38.6179,2
1825.89,355.727,-38.7921,1
1825.87,355.782,-38.879,1
1825.82,355.835,-39.0775,1
1825.78,355.889,-39.245,1
1825.17,355.949,-41.6681,0
1824.88,350.82,-38.9972,1
1824.9,350.881,-38.9248,1
1824.94,350.948,-38.764,2
1824.96,351.01,-38.6916,2
1824.98,351.071,-38.6192,2
1825.02,351.137,-38.4593,2
1825.04,351.199,-38.3869,2
1825.06,351.26,-38.3155,2
1825.09,351.322,-38.2276,2
1825.11,351.383,-38.1629,2
1825.13,351.443,-38.0993,2
1825.15,351.505,-38.0191,2
1825.16,351.565,-37.9632,2
1825.17,351.624,-37.9307,2
1825.18,351.683,-37.8981,2
1825.21,351.745,-37.7947,2
1825.24,351.807,-37.7077,2
1825.25,351.865,-37.6752,2
1825.26,351.924,-37.6513,2
1825.28,351.984,-37.5722,2
1825.28,352.043,-37.5552,2
1825.29,352.102,-37.5226,2
1825.31,352.161,-37.459,2
1825.32,352.219,-37.4507,2
1825.32,352.277,-37.4259,2
1825.34,352.336,-37.3788,2
1825.35,352.395,-37.3307,2
1825.36,352.453,-37.3069,3
1825.37,352.511,-37.2822,3
1825.37,352.569,-37.2739,3
1825.37,352.625,-37.2724,3
1825.39,352.685,-37.2098,3
1825.4,352.743,-37.185,3
1825.41,352.801,-37.169,3
1825.41,352.858,-37.1675,3
1825.4,352.911,-37.2292,3
1825.39,352.967,-37.2443,3
1825.4,353.025,-37.2195,3
1825.42,353.084,-37.1724,3
1825.42,353.142,-37.1476,3
1825.43,353.2,-37.1238,3
1825.44,353.257,-37.1146,3
1825.44,353.314,-37.1219,3
1825.43,353.369,-37.1525,3
1825.44,353.427,-37.12,3
1825.45,353.485,-37.0961,3
1825.46,353.543,-37.0714,3
1825.46,353.599,-37.0787,3
1825.47,353.656,-37.0539,3
1825.46,353.712,-37.0923,3
1825.45,353.767,-37.1384,3
1825.43,353.821,-37.2146,3
1825.43,353.877,-37.2297,3
1825.44,353.935,-37.1904,3
1825.44,353.993,-37.1812,3
1825.43,354.048,-37.235,3
1825.43,354.103,-37.2734,3
1825.42,354.159,-37.2953,3
1825.41,354.214,-37.3492,2
1825.41,354.27,-37.372,2
1825.4,354.326,-37.387,2
1825.41,354.383,-37.3856,2
1825.4,354.44,-37.4006,2
1825.4,354.495,-37.4467,2
1825.39,354.55,-37.4773,2
1825.38,354.606,-37.5235,2
1825.36,354.661,-37.6007,2
1825.35,354.716,-37.639,2
1825.35,354.773,-37.6618,2
1825.33,354.827,-37.7468,2
1825.31,354.882,-37.8327,2
1825.31,354.938,-37.8633,2
1825.29,354.992,-37.9492,2
1825.28,355.048,-37.9875,2
1825.27,355.104,-38.0259,2
1825.25,355.159,-38.0963,2
1825.24,355.215,-38.1502,2
1825.23,355.271,-38.2205,2
1825.2,355.324,-38.323,2
1825.19,355.381,-38.3855,2
1825.17,355.436,-38.4715,2
1825.15,355.49,-38.5661,2
1825.13,355.546,-38.6365,2
1825.09,355.599,-38.8273,1
1825.07,355.654,-38.8976,1
1825.04,355.709,-39.0088,1
1825.0,355.763,-39.1762,1
1824.94,355.814,-39.4243,1
1824.89,355.866,-39.6568,1
1824.56,355.895,-40.9348,0
1824.39,355.996,-41.6512,0
1824.39,356.055,-41.6506,0
1824.39,356.113,-41.6491,0
1823.82,350.903,-38.9617,1
1823.85,350.966,-38.865,1
1823.85,351.024,-38.848,1
1823.89,351.089,-38.7124,2
1823.9,351.15,-38.6634,2
1823.92,351.21,-38.6143,2
1823.94,351.272,-38.5341,2
1823.96,351.334,-38.4462,2
1823.98,351.394,-38.398,2
1823.99,351.454,-38.3567,2
1824.01,351.515,-38.2853,2
1824.03,351.577,-38.1974,2
1824.05,351.637,-38.1405,2
1824.07,351.698,-38.0613,2
1824.08,351.757,-38.0365,2
1824.09,351.815,-38.0118,2
1824.1,351.874,-37.9715,2
1824.12,351.934,-37.9233,2
1824.12,351.991,-37.9229,2
1824.12,352.049,-37.9058,2
1824.14,352.108,-37.8577,2
1824.15,352.167,-37.8174,2
1824.16,352.225,-37.8004,2
1824.17,352.285,-37.7523,2
1824.19,352.344,-37.7052,2
1824.19,352.402,-37.6804,2
1824.2,352.46,-37.6556,2
1824.21,352.518,-37.6318,2
1824.21,352.576,-37.6226,2
1824.22,352.633,-37.6221,2
1824.22,352.69,-37.6051,2
1824.23,352.748,-37.5813,2
1824.25,352.809,-37.4934,2
1824.26,352.868,-37.4618,2
1824.27,352.925,-37.4526,2
1824.27,352.982,-37.4443,2
1824.27,353.039,-37.4507,2
1824.27,353.095,-37.4735,2
1824.27,353.152,-37.4808,2
1824.27,353.209,-37.4803,2
1824.29,353.268,-37.4322,2
1824.29,353.325,-37.4152,2
1824.29,353.382,-37.4302,2
1824.29,353.438,-37.4375,2
1824.29,353.495,-37.4361,2
1824.28,353.55,-37.4822,2
1824.28,353.605,-37.5206,2
1824.28,353.663,-37.5123,2
1824.29,353.721,-37.4875,2
1824.29,353.778,-37.487,2
1824.29,353.834,-37.5011,2
1824.29,353.891,-37.5084,2
1824.29,353.948,-37.5001,2
1824.29,354.005,-37.5142,2
1824.28,354.059,-37.5759,2
1824.27,354.115,-37.6065,2
1824.27,354.171,-37.6293,2
1824.27,354.227,-37.6443,2
1824.25,354.282,-37.7215,2
1824.24,354.338,-37.7443,2
1824.24,354.395,-37.7516,2
1824.24,354.451,-37.7579,2
1824.23,354.507,-37.8128,2
1824.22,354.561,-37.8744,2
1824.22,354.619,-37.8739,2
1824.21,354.674,-37.9201,2
1824.21,354.731,-37.9506,2
1824.2,354.787,-37.9967,2
1824.18,354.842,-38.0594,2
1824.18,354.898,-38.0822,2
1824.16,354.953,-38.1448,2
1824.16,355.01,-38.1754,2
1824.15,355.066,-38.1982,2
1824.14,355.123,-38.2443,2
1824.13,355.177,-38.3302,2
1824.12,355.233,-38.3773,2
1824.09,355.288,-38.4719,2
1824.08,355.343,-38.5501,2
1824.06,355.399,-38.6127,2
1824.04,355.453,-38.7239,2
1824.01,355.508,-38.8185,1
1824.0,355.564,-38.8811,1
1823.99,355.62,-38.9359,1
1823.93,355.672,-39.1675,1
1823.87,355.724,-39.399,1
1823.49,355.744,-40.9188,0
1823.31,356.02,-41.6656,0
1823.33,356.314,-41.6523,0
1823.33,356.372,-41.6595,0
1822.79,351.008,-39.3385,1
1822.84,351.076,-39.1612,1
1822.89,351.145,-38.9605,1
1822.92,351.208,-38.8716,1
1822.96,351.274,-38.7108,2
1822.98,351.334,-38.6471,2
1823.0,351.396,-38.5737,2
1823.01,351.456,-38.5412,2
1823.02,351.515,-38.5008,2
1823.04,351.574,-38.4605,2
1823.05,351.633,-38.4202,2
1823.06,351.693,-38.3866,2
1823.08,351.753,-38.3152,2
1823.09,351.813,-38.2749,2
1823.1,351.872,-38.2423,2
1823.12,351.933,-38.1699,2
1823.13,351.991,-38.1452,2
1823.13,352.048,-38.1447,2
1823.13,352.105,-38.1674,2
1823.15,352.166,-38.0796,2
1823.17,352.226,-38.0314,2
1823.17,352.284,-38.0144,2
1823.18,352.342,-37.9819,2
1823.19,352.4,-37.9571,2
1823.19,352.457,-37.9566,2
1823.19,352.515,-37.9639,2
1823.2,352.573,-37.9391,2
1823.22,352.632,-37.891,2
1823.23,352.691,-37.8429,2
1823.23,352.749,-37.8337,2
1823.24,352.807,-37.8254,2
1823.24,352.864,-37.8084,2
1823.26,352.923,-37.7681,2
1823.26,352.98,-37.7598,2
1823.26,353.037,-37.7671,2
1823.26,353.094,-37.7812,2
1823.27,353.151,-37.7652,2
1823.27,353.209,-37.7482,2
1823.27,353.265,-37.7632,2
1823.27,353.321,-37.786,2
1823.26,353.378,-37.8088,2
1823.27,353.436,-37.7841,2
1823.28,353.495,-37.7438,2
1823.28,353.551,-37.7511,2
1823.28,353.608,-37.7738,2
1823.27,353.663,-37.7967,2
1823.27,353.719,-37.8273,2
1823.27,353.775,-37.8501,2
1823.26,353.832,-37.8719,2
1823.26,353.889,-37.8714,2
1823.26,353.945,-37.8787,2
1823.26,354.002,-37.9015,2
1823.26,354.058,-37.9078,2
1823.26,354.116,-37.8996,2
1823.27,354.174,-37.8748,2
1823.27,354.231,-37.8743,2
1823.27,354.287,-37.9049,2
1823.26,354.342,-37.9666,2
1823.26,354.4,-37.9738,2
1823.25,354.456,-37.9888,2
1823.24,354.512,-38.035,2
1823.22,354.566,-38.1209,2
1823.22,354.622,-38.1515,2
1823.21,354.679,-38.1743,2
1823.21,354.735,-38.2048,2
1823.19,354.789,-38.2753,2
1823.17,354.844,-38.3622,2
1823.17,354.901,-38.3849,2
1823.17,354.958,-38.4,2
1823.16,355.014,-38.4383,2
1823.15,355.07,-38.4854,2
1823.13,355.125,-38.5636,2
1823.12,355.181,-38.6262,2
1823.11,355.238,-38.649,2
1823.11,355.294,-38.6805,2
1823.1,355.35,-38.7276,2
1823.07,355.404,-38.8378,1
1823.02,355.456,-39.0606,1
1823.0,355.511,-39.1484,1
1822.95,355.564,-39.3479,1
1822.91,355.617,-39.5076,1
1822.88,355.672,-39.6362,1
1821.15,351.177,-41.6504,0
1821.16,351.238,-41.6159,0
1821.18,351.301,-41.5328,0
1821.32,351.387,-41.0124,0
1821.65,351.515,-39.7071,1
1821.71,351.586,-39.4724,1
1821.73,351.647,-39.399,1
1821.78,351.713,-39.2295,1
1821.79,351.773,-39.1804,1
1821.81,351.834,-39.1401,1
1821.82,351.892,-39.1065,1
1821.84,351.954,-39.0264,1
1821.86,352.016,-38.9375,1
1821.87,352.075,-38.9039,1
1821.88,352.134,-38.8714,1
1821.89,352.193,-38.8466,1
1821.91,352.254,-38.782,1
1821.92,352.312,-38.7494,2
1821.93,352.371,-38.7169,2
1821.94,352.43,-38.6998,2
1821.95,352.49,-38.6507,2
