X,Y,Z,layer_id_5MethodGeometryBased,layer_id,proc_I,proc_U,proc_WFS,proc_speed,matched_layer_id
1821.71,354.394,-36.0353,5,5,143.7,13.36,6.42,0.7791447944008291,5
1821.71,354.336,-36.0193,5,5,143.7,13.36,6.42,0.7791447944008291,5
1821.72,354.278,-35.9946,5,5,143.7,13.36,6.42,0.7836504811899763,5
1821.72,354.22,-35.9796,5,5,143.7,13.36,6.42,0.7836504811899763,5
1821.73,352.938,-35.766,5,5,143.7,13.36,6.42,0.7881561679791234,5
1821.74,354.164,-35.8966,5,5,143.7,13.36,6.42,0.7926618547682706,5
1821.74,354.106,-35.8728,5,5,143.7,13.36,6.42,0.7926618547682706,5
1821.75,352.999,-35.6732,5,5,143.7,13.36,6.42,0.7971675415574176,5
1821.76,353.992,-35.7826,5,5,143.7,13.36,6.42,0.8016732283465648,5
1821.76,353.934,-35.7589,5,5,143.7,13.36,6.42,0.8016732283465648,5
1821.76,354.05,-35.7986,5,5,143.7,13.36,6.42,0.8016732283465648,5
1821.76,353.059,-35.6562,5,5,143.7,13.36,6.42,0.8016732283465648,5
1821.77,353.119,-35.6304,5,5,143.7,13.36,6.42,0.8061789151357119,5
1821.77,353.178,-35.6133,5,5,143.7,13.36,6.42,0.8061789151357119,5
1821.78,353.236,-35.6118,5,5,143.7,13.36,6.42,0.8106846019248591,5
1821.79,353.705,-35.6134,5,5,143.7,13.36,6.42,0.8151902887140062,5
1821.79,353.821,-35.6444,5,5,143.7,13.36,6.42,0.8151902887140062,5
1821.79,353.879,-35.6604,5,5,143.7,13.36,6.42,0.8151902887140062,5
1821.79,353.763,-35.6371,5,5,143.7,13.36,6.42,0.8151902887140062,5
1821.8,353.299,-35.52,5,5,143.7,13.36,6.42,0.8196959755031534,5
1821.8,353.358,-35.5195,5,5,143.7,13.36,6.42,0.8196959755031534,5
1821.81,353.416,-35.518,5,5,143.7,13.36,6.42,0.8242016622923005,5
1821.81,353.475,-35.5174,5,5,143.7,13.36,6.42,0.8242016622923005,5
1821.81,353.65,-35.5226,5,5,143.7,13.36,6.42,0.8242016622923005,5
1821.83,353.537,-35.4334,5,5,143.7,13.36,6.42,0.8332130358705948,5
1821.83,353.595,-35.4329,5,5,143.7,13.36,6.42,0.8332130358705948,5
1822.13,349.568,-41.6572,5,5,143.7,13.36,6.42,0.9683836395452141,5
1822.13,349.629,-41.6556,5,5,143.7,13.36,6.42,0.9683836395452141,5
1822.39,356.579,-41.5688,5,5,143.7,13.36,6.42,1.0855314960631421,5
1822.41,351.224,-37.0454,5,5,143.7,13.36,6.42,1.0945428696414365,5
1822.42,351.285,-37.0021,5,5,143.7,13.36,6.42,1.0990485564305836,5
1822.42,355.704,-37.6215,5,5,143.7,13.36,6.42,1.0990485564305836,5
1822.46,351.352,-36.8578,5,5,143.7,13.36,6.42,1.1170713035871724,5
1822.48,355.651,-37.3589,5,5,143.7,13.36,6.42,1.12,5
1822.53,351.424,-36.6124,5,5,143.7,13.36,6.42,1.12,5
1822.55,355.598,-37.1061,5,5,143.7,13.36,6.42,1.12,5
1822.57,351.491,-36.4613,5,5,143.7,13.36,6.42,1.12,5
1822.6,355.545,-36.8697,5,5,143.7,13.36,6.42,1.12,5
1822.61,351.558,-36.3005,5,5,143.7,13.36,6.42,1.12,5
1822.62,355.488,-36.7868,5,5,143.7,13.36,6.42,1.12,5
1822.66,351.626,-36.125,5,5,143.7,13.36,6.42,1.12,5
1822.68,355.435,-36.5689,5,5,143.7,13.36,6.42,1.12,5
1822.68,351.688,-36.0565,5,5,143.7,13.36,6.42,1.12,5
1822.7,351.751,-35.9812,5,5,143.7,13.36,6.42,1.12,5
1822.71,355.379,-36.4267,5,5,143.7,13.36,6.42,1.12,5
1822.74,351.816,-35.8388,5,5,143.7,13.36,6.42,1.12,5
1822.74,355.324,-36.2942,5,5,143.7,13.36,6.42,1.12,5
1822.75,351.878,-35.7878,5,5,143.7,13.36,6.42,1.12,5
1822.75,355.267,-36.2365,5,5,143.7,13.36,6.42,1.12,5
1822.77,351.94,-35.7289,5,5,143.7,13.36,6.42,1.12,5
1822.8,355.212,-36.0535,5,5,143.7,13.36,6.42,1.12,5
1822.81,355.155,-35.9958,5,5,143.7,13.36,6.42,1.12,5
1822.81,352.006,-35.571,5,5,143.7,13.36,6.42,1.12,5
1822.82,352.065,-35.553,5,5,143.7,13.36,6.42,1.12,5
1822.83,355.099,-35.9051,5,5,143.7,13.36,6.42,1.12,5
1822.83,352.125,-35.5195,5,5,143.7,13.36,6.42,1.12,5
1822.85,355.043,-35.8144,5,5,143.7,13.36,6.42,1.12,5
1822.85,352.188,-35.4189,5,5,143.7,13.36,6.42,1.12,5
1822.86,354.986,-35.7576,5,5,143.7,13.36,6.42,1.12,5
1822.88,354.929,-35.6999,5,5,143.7,13.36,6.42,1.12,5
1822.88,352.31,-35.3178,5,5,143.7,13.36,6.42,1.12,5
1822.88,352.25,-35.3358,5,5,143.7,13.36,6.42,1.12,5
1822.89,354.871,-35.6596,5,5,143.7,13.36,6.42,1.12,5
1822.9,352.37,-35.2764,5,5,143.7,13.36,6.42,1.12,5
1822.91,354.817,-35.5359,5,5,143.7,13.36,6.42,1.12,5
1822.92,354.759,-35.5034,5,5,143.7,13.36,6.42,1.12,5
1822.92,352.432,-35.2089,5,5,143.7,13.36,6.42,1.12,5
1822.93,354.702,-35.4719,5,5,143.7,13.36,6.42,1.12,5
1822.95,354.646,-35.3734,5,5,143.7,13.36,6.42,1.119528795811504,5
1822.95,352.496,-35.085,5,5,143.7,13.36,6.42,1.119528795811504,5
1822.95,354.588,-35.3496,5,5,143.7,13.36,6.42,1.119528795811504,5
1822.96,352.555,-35.0592,5,5,143.7,13.36,6.42,1.1190800299177124,5
1822.97,354.533,-35.2763,5,5,143.7,13.36,6.42,1.1186312640239207,5
1822.97,352.616,-35.0004,5,5,143.7,13.36,6.42,1.1186312640239207,5
1822.98,354.36,-35.1964,5,5,143.7,13.36,6.42,1.1181824981301292,5
1822.98,354.417,-35.2123,5,5,143.7,13.36,6.42,1.1181824981301292,5
1822.98,354.476,-35.2273,5,5,143.7,13.36,6.42,1.1181824981301292,5
1822.99,352.677,-34.9503,5,5,143.7,13.36,6.42,1.1177337322363374,5
1822.99,354.303,-35.1639,5,5,143.7,13.36,6.42,1.1177337322363374,5
1822.99,352.735,-34.9498,5,5,143.7,13.36,6.42,1.1177337322363374,5
1823.0,352.795,-34.9328,5,5,143.7,13.36,6.42,1.1172849663425457,5
1823.01,354.246,-35.0906,5,5,143.7,13.36,6.42,1.116836200448754,5
1823.02,354.19,-35.0183,5,5,143.7,13.36,6.42,1.1163874345549625,5
1823.02,352.855,-34.8662,5,5,143.7,13.36,6.42,1.1163874345549625,5
1823.02,352.914,-34.8569,5,5,143.7,13.36,6.42,1.1163874345549625,5
1823.03,354.134,-34.9693,5,5,143.7,13.36,6.42,1.1159386686611708,5
1823.03,352.973,-34.8312,5,5,143.7,13.36,6.42,1.1159386686611708,5
1823.04,354.019,-34.914,5,5,143.7,13.36,6.42,1.115489902767379,5
1823.04,354.077,-34.9213,5,5,143.7,13.36,6.42,1.115489902767379,5
1823.04,353.034,-34.7898,5,5,143.7,13.36,6.42,1.115489902767379,5
1823.05,353.093,-34.7641,5,5,143.7,13.36,6.42,1.1150411368735873,5
1823.05,353.962,-34.8902,5,5,143.7,13.36,6.42,1.1150411368735873,5
1823.05,353.847,-34.8505,5,5,143.7,13.36,6.42,1.1150411368735873,5
1823.05,353.904,-34.883,5,5,143.7,13.36,6.42,1.1150411368735873,5
1823.06,353.79,-34.8102,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.06,353.152,-34.747,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.06,353.732,-34.803,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.06,353.674,-34.7958,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.06,353.21,-34.7455,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.06,353.269,-34.7363,5,5,143.7,13.36,6.42,1.1145923709797958,5
1823.07,353.328,-34.7027,5,5,143.7,13.36,6.42,1.114143605086004,5
1823.07,353.617,-34.7555,5,5,143.7,13.36,6.42,1.114143605086004,5
1823.07,353.444,-34.7172,5,5,143.7,13.36,6.42,1.114143605086004,5
1823.07,353.501,-34.7332,5,5,143.7,13.36,6.42,1.114143605086004,5
1823.08,353.561,-34.7162,5,5,143.7,13.36,6.42,1.1136948391922123,5
1823.08,353.387,-34.6935,5,5,143.7,13.36,6.42,1.1136948391922123,5
1823.22,350.219,-41.6481,5,5,143.7,13.36,6.42,1.1074121166791189,5
1823.23,356.042,-38.179,5,5,143.7,13.36,6.42,1.1069633507853271,5
1823.23,356.102,-38.1784,5,5,143.7,13.36,6.42,1.1069633507853271,5
1823.23,356.161,-38.1856,5,5,143.7,13.36,6.42,1.1069633507853271,5
1823.23,356.221,-38.185,5,5,143.7,13.36,6.42,1.1069633507853271,5
1823.44,350.828,-36.6282,5,5,143.7,13.36,6.42,1.097539267015692,5
1823.44,356.436,-41.6354,5,5,143.7,13.36,6.42,1.097539267015692,5
1823.44,356.497,-41.6348,5,5,143.7,13.36,6.42,1.097539267015692,5
1823.47,350.894,-36.4936,5,5,143.7,13.36,6.42,1.0961929693343169,5
1823.52,350.963,-36.3249,5,5,143.7,13.36,6.42,1.0939491398653587,5
1823.58,351.034,-36.0902,5,5,143.7,13.36,6.42,1.0912565445026086,5
1823.62,351.102,-35.9313,5,5,143.7,13.36,6.42,1.0894614809274419,5
1823.66,351.168,-35.7967,5,5,143.7,13.36,6.42,1.087666417352265,5
1823.69,351.232,-35.6796,5,5,143.7,13.36,6.42,1.08632011967089,5
1823.7,355.907,-36.274,5,5,143.7,13.36,6.42,1.0858713537770983,5
1823.7,355.966,-36.2986,5,5,143.7,13.36,6.42,1.0858713537770983,5
1823.73,351.298,-35.5382,5,5,143.7,13.36,6.42,1.0845250560957234,5
1823.73,355.851,-36.1502,5,5,143.7,13.36,6.42,1.0845250560957234,5
1823.75,351.36,-35.4793,5,5,143.7,13.36,6.42,1.0836275243081401,5
1823.76,355.795,-36.0343,5,5,143.7,13.36,6.42,1.0831787584143484,5
1823.77,351.423,-35.3953,5,5,143.7,13.36,6.42,1.0827299925205567,5
1823.78,355.737,-35.9601,5,5,143.7,13.36,6.42,1.082281226626765,5
1823.79,351.486,-35.3044,5,5,143.7,13.36,6.42,1.0818324607329735,5
1823.8,355.682,-35.8528,5,5,143.7,13.36,6.42,1.0813836948391817,5
1823.81,351.548,-35.2456,5,5,143.7,13.36,6.42,1.08093492894539,5
1823.83,351.611,-35.1625,5,5,143.7,13.36,6.42,1.0800373971578068,5
1823.83,355.626,-35.7204,5,5,143.7,13.36,6.42,1.0800373971578068,5
1823.86,355.57,-35.6131,5,5,143.7,13.36,6.42,1.0786910994764316,5
1823.86,351.673,-35.0871,5,5,143.7,13.36,6.42,1.0786910994764316,5
1823.87,355.513,-35.5729,5,5,143.7,13.36,6.42,1.07824233358264,5
1823.87,351.734,-35.0283,5,5,143.7,13.36,6.42,1.07824233358264,5
1823.89,351.795,-34.9705,5,5,143.7,13.36,6.42,1.0773448017950464,5
1823.89,355.457,-35.4744,5,5,143.7,13.36,6.42,1.0773448017950464,5
1823.9,355.399,-35.4341,5,5,143.7,13.36,6.42,1.0768960359012547,5
1823.9,351.855,-34.9447,5,5,143.7,13.36,6.42,1.0768960359012547,5
1823.91,355.342,-35.3851,5,5,143.7,13.36,6.42,1.0764472700074632,5
1823.92,351.917,-34.8781,5,5,143.7,13.36,6.42,1.0759985041136715,5
1823.94,355.287,-35.2458,5,5,143.7,13.36,6.42,1.075100972326088,5
1823.94,351.979,-34.795,5,5,143.7,13.36,6.42,1.075100972326088,5
1823.95,352.155,-34.7595,5,5,143.7,13.36,6.42,1.0746522064322965,5
1823.95,352.096,-34.7775,5,5,143.7,13.36,6.42,1.0746522064322965,5
1823.95,352.038,-34.778,5,5,143.7,13.36,6.42,1.0746522064322965,5
1823.95,355.23,-35.1891,5,5,143.7,13.36,6.42,1.0746522064322965,5
1823.96,355.173,-35.1566,5,5,143.7,13.36,6.42,1.0742034405385048,5
1823.97,355.116,-35.1086,5,5,143.7,13.36,6.42,1.073754674644713,5
1823.98,355.059,-35.0518,5,5,143.7,13.36,6.42,1.0733059087509216,5
1823.98,352.218,-34.6521,5,5,143.7,13.36,6.42,1.0733059087509216,5
1823.99,355.002,-35.0028,5,5,143.7,13.36,6.42,1.0728571428571299,5
1824.0,352.279,-34.5942,5,5,143.7,13.36,6.42,1.0724083769633381,5
1824.0,354.945,-34.9626,5,5,143.7,13.36,6.42,1.0724083769633381,5
1824.01,354.888,-34.931,5,5,143.7,13.36,6.42,1.0719596110695464,5
1824.01,352.339,-34.5607,5,5,143.7,13.36,6.42,1.0719596110695464,5
1824.01,352.455,-34.5674,5,5,143.7,13.36,6.42,1.0719596110695464,5
1824.02,352.398,-34.5514,5,5,143.7,13.36,6.42,1.071510845175755,5
1824.02,352.513,-34.5659,5,5,143.7,13.36,6.42,1.071510845175755,5
1824.02,352.573,-34.5489,5,5,143.7,13.36,6.42,1.071510845175755,5
1824.02,354.83,-34.8665,5,5,143.7,13.36,6.42,1.071510845175755,5
1824.03,354.774,-34.8098,5,5,143.7,13.36,6.42,1.0710620792819632,5
1824.04,354.718,-34.7617,5,5,143.7,13.36,6.42,1.0706133133881715,5
1824.04,352.634,-34.491,5,5,143.7,13.36,6.42,1.0706133133881715,5
1824.05,352.693,-34.4653,5,5,143.7,13.36,6.42,1.0701645474943797,5
1824.06,354.604,-34.6812,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,354.546,-34.674,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,354.488,-34.6754,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,354.661,-34.6972,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,354.429,-34.6682,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,352.752,-34.4405,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,352.81,-34.4312,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.06,352.868,-34.4385,5,5,143.7,13.36,6.42,1.0697157816005882,5
1824.07,352.927,-34.4214,5,5,143.7,13.36,6.42,1.0692670157067965,5
1824.07,354.373,-34.6114,5,5,143.7,13.36,6.42,1.0692670157067965,5
1824.08,352.986,-34.3957,5,5,143.7,13.36,6.42,1.0688182498130048,5
1824.08,353.044,-34.3787,5,5,143.7,13.36,6.42,1.0688182498130048,5
1824.08,354.317,-34.5634,5,5,143.7,13.36,6.42,1.0688182498130048,5
1824.09,353.451,-34.3886,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.509,-34.3959,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.798,-34.4321,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.393,-34.3814,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.335,-34.3906,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.74,-34.4249,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.103,-34.3539,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,354.145,-34.5009,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,354.029,-34.4611,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,354.259,-34.5231,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,354.087,-34.4771,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,353.277,-34.3756,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.09,354.202,-34.5081,5,5,143.7,13.36,6.42,1.068369483919213,5
1824.1,353.915,-34.4223,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.1,353.221,-34.3275,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.1,353.164,-34.3116,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.1,353.973,-34.4218,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.1,353.683,-34.3934,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.1,353.856,-34.4316,5,5,143.7,13.36,6.42,1.0679207180254215,5
1824.11,353.569,-34.3468,5,5,143.7,13.36,6.42,1.0674719521316298,5
1824.11,353.627,-34.3288,5,5,143.7,13.36,6.42,1.0674719521316298,5
1824.37,356.185,-41.596,5,5,143.7,13.36,6.42,1.06,5
1824.54,350.581,-36.4665,5,5,143.7,13.36,6.42,1.06,5
1824.65,350.665,-36.0394,5,5,143.7,13.36,6.42,1.06,5
1824.71,350.736,-35.8222,5,5,143.7,13.36,6.42,1.06,5
1824.74,356.178,-36.4473,5,5,143.7,13.36,6.42,1.06,5
1824.77,350.809,-35.5729,5,5,143.7156716417911,13.370298507462731,6.4296268656716835,1.0573582089552125,5
1824.79,350.872,-35.4888,5,5,143.72666928515324,13.377525530243558,6.4363825608798475,1.0555043205027395,5
1824.82,350.937,-35.3804,5,5,143.74316575019643,13.388366064414797,6.446516103692094,1.0527234878240301,5
1824.83,356.127,-36.0722,5,5,143.7486645718775,13.39197957580521,6.4498939512961755,1.0517965435977936,5
1824.85,351.001,-35.2885,5,5,143.75966221523962,13.399206598586037,6.4566496465043395,1.0499426551453208,5
1824.86,351.062,-35.2384,5,5,143.7651610369207,13.402820109976451,6.460027494108422,1.0490157109190843,5
1824.89,351.125,-35.1388,5,5,143.781657501964,13.413660644147773,6.470161036920745,1.0462348782403539,5
1824.91,351.188,-35.0635,5,5,143.7926551453261,13.4208876669286,6.476916732128909,1.044380989787881,5
1824.91,356.076,-35.7232,5,5,143.7926551453261,13.4208876669286,6.476916732128909,1.044380989787881,5
1824.92,351.248,-35.0299,5,5,143.79815396700718,13.424501178319012,6.48029457973299,1.0434540455616446,5
1824.94,351.309,-34.9799,5,5,143.80915161036933,13.431728201099839,6.487050274941154,1.0416001571091715,5
1824.94,356.02,-35.6082,5,5,143.80915161036933,13.431728201099839,6.487050274941154,1.0416001571091715,5
1824.95,355.962,-35.567,5,5,143.81465043205037,13.435341712490253,6.490428122545237,1.0406732128829352,5
1824.96,351.372,-34.888,5,5,143.82014925373144,13.438955223880665,6.493805970149318,1.0397462686566987,5
1824.97,355.906,-35.4685,5,5,143.82564807541252,13.44256873527108,6.497183817753401,1.0388193244304622,5
1824.98,355.848,-35.4283,5,5,143.83114689709356,13.446182246661493,6.500561665357482,1.0378923802042257,5
1824.99,351.434,-34.8059,5,5,143.83664571877463,13.449795758051906,6.503939512961565,1.0369654359779894,5
1825.0,355.791,-35.355,5,5,143.8421445404557,13.45340926944232,6.507317360565646,1.0360384917517529,5
1825.0,351.495,-34.7723,5,5,143.8421445404557,13.45340926944232,6.507317360565646,1.0360384917517529,5
1825.01,351.555,-34.7378,5,5,143.84764336213675,13.457022780832732,6.510695208169729,1.0351115475255164,5
1825.02,355.735,-35.2487,5,5,143.85314218381782,13.460636292223146,6.51407305577381,1.0341846032992799,5
1825.02,351.615,-34.7043,5,5,143.85314218381782,13.460636292223146,6.51407305577381,1.0341846032992799,5
1825.03,351.674,-34.6794,5,5,143.8586410054989,13.464249803613558,6.517450903377893,1.0332576590730436,5
1825.04,355.678,-35.192,5,5,143.86413982717994,13.467863315003973,6.520828750981974,1.032330714846807,5
1825.05,351.737,-34.5886,5,5,143.869638648861,13.471476826394385,6.524206598586057,1.0314037706205705,5
1825.05,355.621,-35.1352,5,5,143.869638648861,13.471476826394385,6.524206598586057,1.0314037706205705,5
1825.07,355.565,-35.0455,5,5,143.88063629222313,13.478703849175213,6.530962293794221,1.0295498821680977,5
1825.07,351.857,-34.5214,5,5,143.88063629222313,13.478703849175213,6.530962293794221,1.0295498821680977,5
1825.07,351.798,-34.5297,5,5,143.88063629222313,13.478703849175213,6.530962293794221,1.0295498821680977,5
1825.08,355.508,-34.9722,5,5,143.8861351139042,13.482317360565625,6.534340141398302,1.0286229379418612,5
1825.08,351.916,-34.4957,5,5,143.8861351139042,13.482317360565625,6.534340141398302,1.0286229379418612,5
1825.09,351.976,-34.4621,5,5,143.89163393558528,13.48593087195604,6.537717989002385,1.0276959937156247,5
1825.09,355.451,-34.9407,5,5,143.89163393558528,13.48593087195604,6.537717989002385,1.0276959937156247,5
1825.1,355.336,-34.868,5,5,143.89713275726635,13.489544383346452,6.541095836606466,1.0267690494893882,5
1825.1,355.393,-34.9082,5,5,143.89713275726635,13.489544383346452,6.541095836606466,1.0267690494893882,5
1825.11,352.037,-34.4043,5,5,143.9026315789474,13.493157894736866,6.544473684210549,1.025842105263152,5
1825.12,352.097,-34.3542,5,5,143.90813040062847,13.496771406127278,6.54785153181463,1.0249151610369154,5
1825.12,355.279,-34.8034,5,5,143.90813040062847,13.496771406127278,6.54785153181463,1.0249151610369154,5
1825.13,355.223,-34.7389,5,5,143.91362922230965,13.500384917517774,6.551229379418789,1.0239882168106578,5
1825.14,355.166,-34.6987,5,5,143.91912804399072,13.503998428908188,6.5546072270228715,1.0230612725844215,5
1825.14,352.157,-34.3129,5,5,143.91912804399072,13.503998428908188,6.5546072270228715,1.0230612725844215,5
1825.14,352.216,-34.2959,5,5,143.91912804399072,13.503998428908188,6.5546072270228715,1.0230612725844215,5
1825.15,355.108,-34.6671,5,5,143.92462686567177,13.5076119402986,6.557985074626953,1.022134328358185,5
1825.15,355.051,-34.6434,5,5,143.92462686567177,13.5076119402986,6.557985074626953,1.022134328358185,5
1825.16,352.276,-34.2458,5,5,143.93012568735284,13.511225451689015,6.5613629222310355,1.0212073841319484,5
1825.16,354.994,-34.5954,5,5,143.93012568735284,13.511225451689015,6.5613629222310355,1.0212073841319484,5
1825.17,352.336,-34.2123,5,5,143.93562450903391,13.514838963079427,6.564740769835117,1.020280439905712,5
1825.17,354.936,-34.5716,5,5,143.93562450903391,13.514838963079427,6.564740769835117,1.020280439905712,5
1825.18,352.454,-34.1617,5,5,143.94112333071496,13.518452474469841,6.5681186174391994,1.0193534956794756,5
1825.18,352.512,-34.1777,5,5,143.94112333071496,13.518452474469841,6.5681186174391994,1.0193534956794756,5
1825.18,352.569,-34.1762,5,5,143.94112333071496,13.518452474469841,6.5681186174391994,1.0193534956794756,5
1825.18,354.879,-34.5236,5,5,143.94112333071496,13.518452474469841,6.5681186174391994,1.0193534956794756,5
1825.18,352.396,-34.1709,5,5,143.94112333071496,13.518452474469841,6.5681186174391994,1.0193534956794756,5
1825.19,354.823,-34.4678,5,5,143.94662215239603,13.522065985860253,6.571496465043281,1.0184265514532391,5
1825.19,352.629,-34.1514,5,5,143.94662215239603,13.522065985860253,6.571496465043281,1.0184265514532391,5
1825.2,354.652,-34.3887,5,5,143.9521209740771,13.525679497250668,6.574874312647363,1.0174996072270026,5
1825.2,354.709,-34.4038,5,5,143.9521209740771,13.525679497250668,6.574874312647363,1.0174996072270026,5
1825.2,354.767,-34.4197,5,5,143.9521209740771,13.525679497250668,6.574874312647363,1.0174996072270026,5
1825.21,352.689,-34.1014,5,5,143.95761979575815,13.529293008641082,6.578252160251445,1.016572663000766,5
1825.21,352.805,-34.0916,5,5,143.95761979575815,13.529293008641082,6.578252160251445,1.016572663000766,5
1825.21,354.594,-34.3485,5,5,143.95761979575815,13.529293008641082,6.578252160251445,1.016572663000766,5
1825.21,352.747,-34.1008,5,5,143.95761979575815,13.529293008641082,6.578252160251445,1.016572663000766,5
1825.22,352.864,-34.0668,5,5,143.96311861743922,13.532906520031494,6.581630007855527,1.0156457187745298,5
1825.22,354.538,-34.3092,5,5,143.96311861743922,13.532906520031494,6.581630007855527,1.0156457187745298,5
1825.22,354.481,-34.2777,5,5,143.96311861743922,13.532906520031494,6.581630007855527,1.0156457187745298,5
1825.23,353.039,-34.0478,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.23,354.365,-34.2544,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.23,354.423,-34.2617,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.23,352.924,-34.041,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.23,353.097,-34.055,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.23,354.308,-34.2151,5,5,143.9686174391203,13.536520031421908,6.585007855459609,1.0147187745482933,5
1825.24,353.155,-34.038,5,5,143.97411626080137,13.54013354281232,6.588385703063691,1.0137918303220568,5
1825.24,353.213,-34.0365,5,5,143.97411626080137,13.54013354281232,6.588385703063691,1.0137918303220568,5
1825.24,352.982,-34.024,5,5,143.97411626080137,13.54013354281232,6.588385703063691,1.0137918303220568,5
1825.25,353.272,-34.0195,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.25,354.081,-34.1045,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.25,354.138,-34.136,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.25,353.33,-34.0112,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.25,354.252,-34.1593,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.25,354.195,-34.1433,5,5,143.9796150824824,13.543747054202735,6.591763550667773,1.0128648860958203,5
1825.26,354.023,-34.0895,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.851,-34.0347,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.965,-34.0735,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.908,-34.0585,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.447,-33.9927,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.389,-34.0019,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.563,-33.9994,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.26,353.505,-33.9999,5,5,143.98511390416348,13.547360565593147,6.595141398271855,1.011937941869584,5
1825.27,353.794,-34.0197,5,5,143.99061272584456,13.550974076983561,6.598519245875937,1.0110109976433475,5
1825.27,353.621,-33.9902,5,5,143.99061272584456,13.550974076983561,6.598519245875937,1.0110109976433475,5
1825.27,353.736,-34.0124,5,5,143.99061272584456,13.550974076983561,6.598519245875937,1.0110109976433475,5
1825.27,353.679,-33.9974,5,5,143.99061272584456,13.550974076983561,6.598519245875937,1.0110109976433475,5
1825.7,350.51,-35.5638,5,5,144.22706205813054,13.706355066771497,6.743766692851617,0.9711523959151376,5
1825.73,350.575,-35.438,5,5,144.24355852317373,13.717195600942738,6.753900235663862,0.9683715632364283,5
1825.79,350.648,-35.2062,5,5,144.2765514532601,13.738876669285217,6.774167321288354,0.9628098978790095,5
1825.83,350.715,-35.0492,5,5,144.29854673998437,13.75333071484687,6.787678711704682,0.9591021209740637,5
1825.84,350.775,-35.0322,5,5,144.30404556166545,13.756944226237284,6.791056559308765,0.9581751767478272,5
1825.85,356.185,-35.7406,5,5,144.3095443833465,13.760557737627698,6.794434406912847,0.9572482325215907,5
1825.87,350.84,-34.916,5,5,144.32054202670864,13.767784760408524,6.801190102121011,0.9553943440691178,5
1825.88,350.899,-34.8902,5,5,144.32604084838982,13.771398271799018,6.80456794972517,0.9544673998428603,5
1825.89,350.958,-34.8732,5,5,144.33153967007087,13.775011783189433,6.807945797329252,0.9535404556166238,5
1825.89,356.129,-35.5839,5,5,144.33153967007087,13.775011783189433,6.807945797329252,0.9535404556166238,5
1825.91,351.021,-34.7901,5,5,144.342537313433,13.782238805970259,6.814701492537416,0.9516865671641509,5
