X,Y,Z,layer_id_5MethodGeometryBased,layer_id,proc_I,proc_U,proc_WFS,proc_speed,matched_layer_id
1863.11,351.957,-38.3479,2,2,139.1,13.33,6.2,0.783,2
1863.12,354.522,-38.6402,2,2,139.1,13.33,6.2,0.783,2
1863.12,352.016,-38.3076,2,2,139.1,13.33,6.2,0.783,2
1863.13,352.076,-38.2517,2,2,139.1,13.33,6.2,0.783,2
1863.13,354.466,-38.6096,2,2,139.1,13.33,6.2,0.783,2
1863.14,352.134,-38.2347,2,2,139.1,13.33,6.2,0.783,2
1863.14,354.409,-38.5626,2,2,139.1,13.33,6.2,0.783,2
1863.15,352.249,-38.2172,2,2,139.1,13.33,6.2,0.783,2
1863.15,352.306,-38.2167,2,2,139.1,13.33,6.2,0.783,2
1863.15,354.354,-38.4999,2,2,139.1,13.33,6.2,0.783,2
1863.15,352.192,-38.2099,2,2,139.1,13.33,6.2,0.783,2
1863.16,352.364,-38.192,2,2,139.1,13.33,6.2,0.783,2
1863.17,354.243,-38.3912,2,2,139.1,13.33,6.2,0.783,2
1863.17,354.3,-38.3985,2,2,139.1,13.33,6.2,0.783,2
1863.18,352.425,-38.1283,2,2,139.1,13.33,6.2,0.783,2
1863.18,354.13,-38.3456,2,2,139.1,13.33,6.2,0.783,2
1863.18,354.186,-38.3762,2,2,139.1,13.33,6.2,0.783,2
1863.18,352.652,-38.1477,2,2,139.1,13.33,6.2,0.783,2
1863.18,352.538,-38.1341,2,2,139.1,13.33,6.2,0.783,2
1863.18,352.595,-38.1492,2,2,139.1,13.33,6.2,0.783,2
1863.19,354.074,-38.315,2,2,139.1,13.33,6.2,0.783,2
1863.19,354.018,-38.2767,2,2,139.1,13.33,6.2,0.783,2
1863.19,352.483,-38.1035,2,2,139.1,13.33,6.2,0.783,2
1863.19,352.71,-38.1317,2,2,139.1,13.33,6.2,0.783,2
1863.19,353.676,-38.2505,2,2,139.1,13.33,6.2,0.783,2
1863.19,353.62,-38.2354,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.906,-38.2388,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.961,-38.2616,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.848,-38.2393,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.791,-38.2252,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.734,-38.2257,2,2,139.1,13.33,6.2,0.783,2
1863.2,353.565,-38.1806,2,2,139.1,13.33,6.2,0.783,2
1863.2,352.769,-38.0836,2,2,139.1,13.33,6.2,0.783,2
1863.21,352.885,-38.0418,2,2,139.1,13.33,6.2,0.783,2
1863.21,352.827,-38.0666,2,2,139.1,13.33,6.2,0.783,2
1863.21,353.509,-38.1345,2,2,139.1,13.33,6.2,0.783,2
1863.21,353.452,-38.1359,2,2,139.1,13.33,6.2,0.783,2
1863.21,352.998,-38.0641,2,2,139.1,13.33,6.2,0.783,2
1863.21,353.339,-38.1214,2,2,139.1,13.33,6.2,0.783,2
1863.21,353.394,-38.1442,2,2,139.1,13.33,6.2,0.783,2
1863.22,353.284,-38.0675,2,2,139.1,13.33,6.2,0.783,2
1863.23,353.057,-38.0238,2,2,139.1,13.33,6.2,0.783,2
1863.23,352.944,-37.9937,2,2,139.1,13.33,6.2,0.783,2
1863.25,353.23,-37.966,2,2,139.1,13.33,6.2,0.783,2
1863.25,353.117,-37.9359,2,2,139.1,13.33,6.2,0.783,2
1863.26,353.175,-37.9121,2,2,139.1,13.33,6.2,0.783,2
1863.65,350.836,-39.7031,2,2,139.1,13.33,6.2,0.7695764705882342,2
1863.68,350.9,-39.5899,2,2,139.1,13.33,6.2,0.7683411764705882,2
1863.72,350.964,-39.4679,2,2,139.1,13.33,6.2,0.7666941176470603,2
1863.74,351.026,-39.379,2,2,139.1,13.33,6.2,0.7658705882352963,2
1863.77,355.22,-39.8363,2,2,139.1,13.33,6.2,0.7646352941176503,2
1863.79,351.093,-39.2104,2,2,139.1,13.33,6.2,0.7638117647058864,2
1863.81,351.154,-39.1371,2,2,139.1,13.33,6.2,0.7629882352941224,2
1863.83,355.167,-39.6115,2,2,139.1,13.33,6.2,0.7621647058823584,2
1863.83,351.217,-39.0404,2,2,139.1,13.33,6.2,0.7621647058823584,2
1863.85,355.112,-39.4994,2,2,139.1,13.33,6.2,0.7613411764705944,2
1863.86,351.279,-38.9602,2,2,139.1,13.33,6.2,0.7609294117647125,2
1863.87,351.339,-38.9189,2,2,139.1,13.33,6.2,0.7605176470588305,2
1863.88,351.397,-38.8941,2,2,139.1,13.33,6.2,0.7601058823529391,2
1863.88,355.058,-39.3805,2,2,139.1,13.33,6.2,0.7601058823529391,2
1863.9,355.003,-39.3091,2,2,139.1,13.33,6.2,0.7592823529411752,2
1863.91,351.46,-38.7906,2,2,139.1,13.33,6.2,0.7588705882352932,2
1863.92,354.948,-39.2223,2,2,139.1,13.33,6.2,0.7584588235294112,2
1863.93,354.892,-39.1432,2,2,139.1,13.33,6.2,0.7580470588235292,2
1863.94,351.523,-38.6784,2,2,139.1,13.33,6.2,0.7576352941176472,2
1863.95,351.582,-38.638,2,2,139.1,13.33,6.2,0.7572235294117652,2
1863.95,351.64,-38.6211,2,2,139.1,13.33,6.2,0.7572235294117652,2
1863.95,354.837,-39.0641,2,2,139.1,13.33,6.2,0.7572235294117652,2
1863.96,351.698,-38.6196,2,2,139.1,13.33,6.2,0.7568117647058833,2
1863.96,351.756,-38.5958,2,2,139.1,13.33,6.2,0.7568117647058833,2
1863.97,354.782,-38.9694,2,2,139.1,13.33,6.2,0.7564000000000013,2
1863.98,354.725,-38.9466,2,2,139.1,13.33,6.2,0.7559882352941193,2
1863.99,354.669,-38.883,2,2,139.1,13.33,6.2,0.7555764705882373,2
1863.99,351.818,-38.5069,2,2,139.1,13.33,6.2,0.7555764705882373,2
1864.0,354.613,-38.8447,2,2,139.1,13.33,6.2,0.7551647058823553,2
1864.01,351.879,-38.4277,2,2,139.1,13.33,6.2,0.7547529411764733,2
1864.01,354.557,-38.8054,2,2,139.1,13.33,6.2,0.7547529411764733,2
1864.02,351.995,-38.4014,2,2,139.1,13.33,6.2,0.7543411764705913,2
1864.02,351.937,-38.4029,2,2,139.1,13.33,6.2,0.7543411764705913,2
1864.02,354.501,-38.735,2,2,139.1,13.33,6.2,0.7543411764705913,2
1864.03,352.052,-38.3932,2,2,139.1,13.33,6.2,0.7539294117647093,2
1864.04,354.447,-38.6481,2,2,139.1,13.33,6.2,0.7535176470588274,2
1864.04,352.112,-38.3451,2,2,139.1,13.33,6.2,0.7535176470588274,2
1864.06,352.171,-38.2883,2,2,139.1,13.33,6.2,0.7526941176470634,2
1864.06,352.228,-38.28,2,2,139.1,13.33,6.2,0.7526941176470634,2
1864.06,354.392,-38.5777,2,2,139.1,13.33,6.2,0.7526941176470634,2
1864.07,354.336,-38.5316,2,2,139.1,13.33,6.2,0.7522823529411814,2
1864.07,352.287,-38.263,2,2,139.1,13.33,6.2,0.7522823529411814,2
1864.07,354.279,-38.5244,2,2,139.1,13.33,6.2,0.7522823529411814,2
1864.08,352.345,-38.2382,2,2,139.1,13.33,6.2,0.7518705882352994,2
1864.08,352.402,-38.2377,2,2,139.1,13.33,6.2,0.7518705882352994,2
1864.08,354.223,-38.4782,2,2,139.1,13.33,6.2,0.7518705882352994,2
1864.08,352.46,-38.2285,2,2,139.1,13.33,6.2,0.7518705882352994,2
1864.09,354.054,-38.3933,2,2,139.1,13.33,6.2,0.7514588235294174,2
1864.09,354.167,-38.4389,2,2,139.1,13.33,6.2,0.7514588235294174,2
1864.09,354.111,-38.4084,2,2,139.1,13.33,6.2,0.7514588235294174,2
1864.09,352.518,-38.2124,2,2,139.1,13.33,6.2,0.7514588235294174,2
1864.1,353.998,-38.3472,2,2,139.1,13.33,6.2,0.7510470588235354,2
1864.1,352.576,-38.1876,2,2,139.1,13.33,6.2,0.7510470588235354,2
1864.11,353.942,-38.3321,2,2,139.1,13.33,6.2,0.7506352941176535,2
1864.11,352.635,-38.1396,2,2,139.1,13.33,6.2,0.7506352941176535,2
1864.11,352.748,-38.1454,2,2,139.1,13.33,6.2,0.7506352941176535,2
1864.11,352.805,-38.1604,2,2,139.1,13.33,6.2,0.7506352941176535,2
1864.11,353.886,-38.3016,2,2,139.1,13.33,6.2,0.7506352941176535,2
1864.12,352.693,-38.1148,2,2,139.1,13.33,6.2,0.7502235294117715,2
1864.12,353.83,-38.2467,2,2,139.1,13.33,6.2,0.7502235294117715,2
1864.13,352.865,-38.0968,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.491,-38.1574,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.15,-38.1235,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.717,-38.2176,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.773,-38.2327,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.661,-38.2103,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.13,353.604,-38.1875,2,2,139.1,13.33,6.2,0.7498117647058801,2
1864.14,353.207,-38.1074,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.14,353.321,-38.1055,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.14,352.924,-38.0565,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.14,353.093,-38.0929,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.14,353.435,-38.1113,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.14,353.548,-38.1647,2,2,139.1,13.33,6.2,0.7493999999999982,2
1864.15,353.379,-38.0963,2,2,139.1,13.33,6.2,0.7489882352941162,2
1864.15,353.038,-38.0468,2,2,139.1,13.33,6.2,0.7489882352941162,2
1864.15,352.981,-38.0472,2,2,139.1,13.33,6.2,0.7489882352941162,2
1864.15,353.265,-38.0827,2,2,139.1,13.33,6.2,0.7489882352941162,2
1864.53,350.942,-39.9393,2,2,139.1,13.33,6.2,0.741,2
1864.56,351.007,-39.8173,2,2,139.1,13.33,6.2,0.741,2
1864.6,355.328,-40.2596,2,2,139.1,13.33,6.2,0.741,2
1864.6,351.072,-39.6798,2,2,139.1,13.33,6.2,0.741,2
1864.64,351.137,-39.5423,2,2,139.1,13.33,6.2,0.741,2
1864.67,355.277,-40.0009,2,2,139.14894795127321,13.331151716500546,6.2086378737541,0.7429867109634428,2
1864.67,351.2,-39.4213,2,2,139.14894795127321,13.331151716500546,6.2086378737541,0.7429867109634428,2
1864.7,351.264,-39.3081,2,2,139.26190476190436,13.333809523809514,6.228571428571357,0.747571428571412,2
1864.71,355.223,-39.8325,2,2,139.29955703211473,13.33469545957917,6.235215946843776,0.7490996677740684,2
1864.73,351.328,-39.1871,2,2,139.37486157253548,13.336467331118483,6.248504983388614,0.7521561461793812,2
1864.75,355.17,-39.6641,2,2,139.45016611295623,13.338239202657794,6.261794019933452,0.755212624584694,2
1864.76,351.389,-39.1147,2,2,139.4878183831666,13.33912513842745,6.268438538205871,0.7567408637873503,2
1864.76,355.114,-39.6005,2,2,139.4878183831666,13.33912513842745,6.268438538205871,0.7567408637873503,2
1864.78,351.451,-39.0258,2,2,139.56312292358734,13.340897009966762,6.281727574750709,0.759797342192663,2
1864.8,355.061,-39.433,2,2,139.6384274640081,13.342668881506073,6.295016611295547,0.7628538205979758,2
1864.8,351.512,-38.9612,2,2,139.6384274640081,13.342668881506073,6.295016611295547,0.7628538205979758,2
1864.81,351.571,-38.9364,2,2,139.67607973421846,13.343554817275729,6.301661129567966,0.7643820598006322,2
1864.82,351.631,-38.8873,2,2,139.71373200442883,13.344440753045385,6.308305647840386,0.7659102990032887,2
1864.82,355.005,-39.3539,2,2,139.71373200442883,13.344440753045385,6.308305647840386,0.7659102990032887,2
1864.83,354.949,-39.2991,2,2,139.7513842746392,13.34532668881504,6.314950166112805,0.767438538205945,2
1864.83,351.69,-38.8393,2,2,139.7513842746392,13.34532668881504,6.314950166112805,0.767438538205945,2
1864.85,354.894,-39.2113,2,2,139.82668881505998,13.347098560354352,6.328239202657643,0.7704950166112577,2
1864.86,351.751,-38.7591,2,2,139.86434108527035,13.347984496124008,6.334883720930062,0.7720232558139142,2
1864.88,351.813,-38.6789,2,2,139.93964562569195,13.34975636766334,6.348172757475051,0.7750797342192617,2
1864.88,354.839,-39.1088,2,2,139.93964562569195,13.34975636766334,6.348172757475051,0.7750797342192617,2
1864.88,354.783,-39.0695,2,2,139.93964562569195,13.34975636766334,6.348172757475051,0.7750797342192617,2
1864.89,354.725,-39.0468,2,2,139.97729789590232,13.350642303432997,6.35481727574747,0.776607973421918,2
1864.89,351.873,-38.6299,2,2,139.97729789590232,13.350642303432997,6.35481727574747,0.776607973421918,2
1864.91,351.932,-38.5818,2,2,140.05260243632307,13.352414174972308,6.368106312292308,0.7796644518272309,2
1864.92,354.672,-38.9278,2,2,140.09025470653344,13.353300110741964,6.374750830564727,0.7811926910298872,2
1864.92,354.615,-38.8808,2,2,140.09025470653344,13.353300110741964,6.374750830564727,0.7811926910298872,2
1864.93,354.559,-38.8346,2,2,140.12790697674382,13.35418604651162,6.381395348837146,0.7827209302325436,2
1864.93,351.993,-38.5172,2,2,140.12790697674382,13.35418604651162,6.381395348837146,0.7827209302325436,2
1864.93,352.051,-38.4924,2,2,140.12790697674382,13.35418604651162,6.381395348837146,0.7827209302325436,2
1864.94,352.108,-38.4919,2,2,140.1655592469542,13.355071982281276,6.3880398671095655,0.7842491694352,2
1864.94,352.165,-38.4826,2,2,140.1655592469542,13.355071982281276,6.3880398671095655,0.7842491694352,2
1864.95,354.505,-38.7555,2,2,140.20321151716456,13.355957918050931,6.394684385381984,0.7857774086378564,2
1864.95,352.225,-38.4588,2,2,140.20321151716456,13.355957918050931,6.394684385381984,0.7857774086378564,2
1864.96,354.448,-38.7172,2,2,140.24086378737493,13.356843853820587,6.401328903654403,0.7873056478405127,2
1864.96,354.391,-38.6944,2,2,140.24086378737493,13.356843853820587,6.401328903654403,0.7873056478405127,2
1864.96,352.283,-38.4185,2,2,140.24086378737493,13.356843853820587,6.401328903654403,0.7873056478405127,2
1864.97,352.341,-38.3937,2,2,140.27851605758534,13.357729789590243,6.4079734219268225,0.7888338870431691,2
1864.97,354.335,-38.6551,2,2,140.27851605758534,13.357729789590243,6.4079734219268225,0.7888338870431691,2
1864.99,354.167,-38.5468,2,2,140.35382059800608,13.359501661129555,6.42126245847166,0.7918903654484819,2
1864.99,354.281,-38.5847,2,2,140.35382059800608,13.359501661129555,6.42126245847166,0.7918903654484819,2
1864.99,354.223,-38.5774,2,2,140.35382059800608,13.359501661129555,6.42126245847166,0.7918903654484819,2
1864.99,352.402,-38.3214,2,2,140.35382059800608,13.359501661129555,6.42126245847166,0.7918903654484819,2
1865.0,353.997,-38.4939,2,2,140.39147286821645,13.36038759689921,6.4279069767440795,0.7934186046511382,2
1865.0,352.575,-38.2868,2,2,140.39147286821645,13.36038759689921,6.4279069767440795,0.7934186046511382,2
1865.0,352.518,-38.2805,2,2,140.39147286821645,13.36038759689921,6.4279069767440795,0.7934186046511382,2
1865.0,352.461,-38.281,2,2,140.39147286821645,13.36038759689921,6.4279069767440795,0.7934186046511382,2
1865.01,353.941,-38.4556,2,2,140.42912513842683,13.361273532668866,6.434551495016499,0.7949468438537947,2
1865.01,354.055,-38.4779,2,2,140.42912513842683,13.361273532668866,6.434551495016499,0.7949468438537947,2
1865.01,354.112,-38.4765,2,2,140.42912513842683,13.361273532668866,6.434551495016499,0.7949468438537947,2
1865.01,352.633,-38.2786,2,2,140.42912513842683,13.361273532668866,6.434551495016499,0.7949468438537947,2
1865.01,352.69,-38.2693,2,2,140.42912513842683,13.361273532668866,6.434551495016499,0.7949468438537947,2
1865.02,352.748,-38.2688,2,2,140.4667774086372,13.362159468438522,6.441196013288917,0.7964750830564511,2
1865.02,352.805,-38.2518,2,2,140.4667774086372,13.362159468438522,6.441196013288917,0.7964750830564511,2
1865.03,353.773,-38.3638,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,352.92,-38.2421,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,352.863,-38.2358,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,353.034,-38.2489,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,352.977,-38.2416,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,353.717,-38.3323,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,353.886,-38.3775,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.03,353.83,-38.3469,2,2,140.50442967884757,13.363045404208178,6.4478405315613365,0.7980033222591074,2
1865.04,353.092,-38.2241,2,2,140.54208194905794,13.363931339977833,6.454485049833756,0.7995315614617639,2
1865.04,353.661,-38.2862,2,2,140.54208194905794,13.363931339977833,6.454485049833756,0.7995315614617639,2
1865.05,353.378,-38.2119,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.32,-38.2124,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.265,-38.1896,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.151,-38.1916,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.548,-38.2406,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.605,-38.2556,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.05,353.435,-38.2105,2,2,140.57973421926832,13.36481727574749,6.461129568106175,0.8010598006644202,2
1865.06,353.209,-38.159,2,2,140.6173864894787,13.365703211517147,6.4677740863785935,0.8025880398670766,2
1865.06,353.492,-38.21,2,2,140.6173864894787,13.365703211517147,6.4677740863785935,0.8025880398670766,2
1865.57,350.976,-40.0797,2,2,142.5,13.41,6.8,0.879,2
1865.61,355.365,-40.4979,2,2,142.5,13.41,6.8,0.879,2
1865.61,351.042,-39.9324,2,2,142.5,13.41,6.8,0.879,2
1865.64,351.106,-39.8027,2,2,142.5,13.41,6.8,0.879,2
1865.66,355.311,-40.3276,2,2,142.5,13.41,6.8,0.879,2
1865.68,351.172,-39.6574,2,2,142.5,13.41,6.8,0.879,2
1865.7,355.258,-40.1261,2,2,142.5,13.41,6.8,0.879,2
1865.71,351.236,-39.5355,2,2,142.5,13.41,6.8,0.879,2
1865.74,351.299,-39.4466,2,2,142.5,13.41,6.8,0.879,2
1865.75,355.204,-39.9403,2,2,142.5,13.41,6.8,0.879,2
1865.76,351.36,-39.3577,2,2,142.5,13.41,6.8,0.879,2
1865.77,355.149,-39.8689,2,2,142.5,13.41,6.8,0.879,2
1865.8,351.426,-39.2124,2,2,142.5,13.41,6.8,0.879,2
1865.8,355.094,-39.7413,2,2,142.5,13.41,6.8,0.879,2
1865.82,351.486,-39.172,2,2,142.5,13.41,6.8,0.879,2
1865.83,351.545,-39.123,2,2,142.5,13.41,6.8,0.879,2
1865.83,355.04,-39.6127,2,2,142.5,13.41,6.8,0.879,2
1865.84,354.983,-39.5491,2,2,142.5,13.41,6.8,0.879,2
1865.85,351.606,-39.0661,2,2,142.5,13.41,6.8,0.879,2
1865.86,354.928,-39.4622,2,2,142.5,13.41,6.8,0.879,2
1865.88,351.669,-38.9539,2,2,142.5,13.41,6.8,0.879,2
1865.88,351.727,-38.9369,2,2,142.5,13.41,6.8,0.879,2
1865.88,354.873,-39.3831,2,2,142.5,13.41,6.8,0.879,2
1865.89,351.785,-38.9121,2,2,142.5,13.41,6.8,0.879,2
1865.89,354.817,-39.336,2,2,142.5,13.41,6.8,0.879,2
1865.9,354.76,-39.289,2,2,142.5,13.41,6.8,0.879,2
1865.9,351.845,-38.8718,2,2,142.5,13.41,6.8,0.879,2
1865.92,354.705,-39.2011,2,2,142.5,13.41,6.8,0.879,2
1865.92,351.905,-38.8227,2,2,142.5,13.41,6.8,0.879,2
1865.93,351.965,-38.7658,2,2,142.5,13.41,6.8,0.879,2
1865.94,354.594,-39.0837,2,2,142.5,13.41,6.8,0.8787062084257276,2
1865.94,354.65,-39.123,2,2,142.5,13.41,6.8,0.8787062084257276,2
1865.94,352.023,-38.742,2,2,142.5,13.41,6.8,0.8787062084257276,2
1865.95,354.537,-39.0444,2,2,142.5,13.41,6.8,0.8781186252771692,2
1865.96,354.481,-38.9895,2,2,142.5,13.41,6.8,0.8775310421286108,2
1865.96,352.083,-38.6852,2,2,142.5,13.41,6.8,0.8775310421286108,2
1865.97,352.141,-38.6604,2,2,142.5,13.41,6.8,0.8769434589800524,2
1865.97,352.2,-38.6356,2,2,142.5,13.41,6.8,0.8769434589800524,2
1865.97,354.425,-38.9502,2,2,142.5,13.41,6.8,0.8769434589800524,2
1865.98,354.369,-38.8963,2,2,142.5,13.41,6.8,0.8763558758314941,2
1865.99,352.26,-38.571,2,2,142.5,13.41,6.8,0.8757682926829358,2
1866.0,354.315,-38.825,2,2,142.5,13.41,6.8,0.8751807095343774,2
1866.0,354.257,-38.81,2,2,142.5,13.41,6.8,0.8751807095343774,2
1866.01,352.377,-38.538,2,2,142.5,13.41,6.8,0.8745931263858191,2
1866.01,352.434,-38.5375,2,2,142.5,13.41,6.8,0.8745931263858191,2
1866.01,354.201,-38.7551,2,2,142.5,13.41,6.8,0.8745931263858191,2
1866.01,352.32,-38.5307,2,2,142.5,13.41,6.8,0.8745931263858191,2
1866.02,352.492,-38.5127,2,2,142.5,13.41,6.8,0.8740055432372608,2
1866.02,354.088,-38.7017,2,2,142.5,13.41,6.8,0.8740055432372608,2
1866.02,352.55,-38.4879,2,2,142.5,13.41,6.8,0.8740055432372608,2
1866.02,354.145,-38.7245,2,2,142.5,13.41,6.8,0.8740055432372608,2
1866.03,352.608,-38.4787,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.03,353.862,-38.626,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.03,353.975,-38.6639,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.03,353.918,-38.6488,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.03,354.032,-38.6789,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.03,352.666,-38.4626,2,2,142.5,13.41,6.8,0.8734179600887024,2
1866.04,352.723,-38.4456,2,2,142.5,13.41,6.8,0.8728303769401441,2
1866.05,352.839,-38.4203,2,2,142.5,13.41,6.8,0.8722427937915858,2
1866.05,352.782,-38.4286,2,2,142.5,13.41,6.8,0.8722427937915858,2
1866.05,352.896,-38.4276,2,2,142.5,13.41,6.8,0.8722427937915858,2
1866.05,352.953,-38.4417,2,2,142.5,13.41,6.8,0.8722427937915858,2
1866.05,353.01,-38.4567,2,2,142.5,13.41,6.8,0.8722427937915858,2
1866.06,353.524,-38.4649,2,2,142.5,13.41,6.8,0.8716552106430274,2
1866.06,353.581,-38.4877,2,2,142.5,13.41,6.8,0.8716552106430274,2
1866.06,353.068,-38.4242,2,2,142.5,13.41,6.8,0.8716552106430274,2
1866.06,353.808,-38.5314,2,2,142.5,13.41,6.8,0.8716552106430274,2
1866.07,353.638,-38.4707,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.298,-38.4047,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.469,-38.4265,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.696,-38.4546,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.241,-38.3906,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.354,-38.4198,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.183,-38.3912,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.753,-38.4697,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.07,353.126,-38.4004,2,2,142.5,13.41,6.8,0.8710676274944691,2
1866.08,353.412,-38.396,2,2,142.5,13.41,6.8,0.8704800443459106,2
1866.39,351.025,-41.0386,2,2,142.5,13.41,6.8,0.8522649667405753,2
1866.48,355.331,-41.2679,2,2,142.5,13.41,6.8,0.8469767184035502,2
1866.61,351.129,-40.1909,2,2,142.5,13.41,6.8,0.8393381374722917,2
1866.64,355.287,-40.6626,2,2,142.5,13.41,6.8,0.8375753880266034,2
1866.65,351.195,-40.0281,2,2,142.5,13.41,6.8,0.836987804878045,2
1866.68,351.257,-39.946,2,2,142.5,13.41,6.8,0.8352250554323699,2
1866.69,355.234,-40.4515,2,2,142.5,13.41,6.8,0.8346374722838116,2
1866.71,351.322,-39.8085,2,2,142.5,13.41,6.8,0.8334623059866949,2
1866.73,355.181,-40.2898,2,2,142.5,13.41,6.8,0.8322871396895782,2
1866.75,351.387,-39.6622,2,2,142.5,13.41,6.8,0.8311119733924616,2
1866.76,355.126,-40.1525,2,2,142.5,13.41,6.8,0.8305243902439032,2
1866.77,351.448,-39.6054,2,2,142.5,13.41,6.8,0.8299368070953449,2
1866.77,355.069,-40.0889,2,2,142.5,13.41,6.8,0.8299368070953449,2
1866.79,351.509,-39.5398,2,2,142.5,13.41,6.8,0.8287616407982282,2
1866.8,355.015,-39.9846,2,2,142.5,13.41,6.8,0.8281740576496699,2
1866.81,351.57,-39.4674,2,2,142.5,13.41,6.8,0.8275864745011114,2
1866.82,354.959,-39.889,2,2,142.5,13.41,6.8,0.8269988913525531,2
1866.83,354.903,-39.8254,2,2,142.5,13.41,6.8,0.8264113082039948,2
1866.83,351.63,-39.4096,2,2,142.5,13.41,6.8,0.8264113082039948,2
1866.84,351.69,-39.3605,2,2,142.5,13.41,6.8,0.826,2
1866.86,351.751,-39.2881,2,2,142.5,13.41,6.8,0.826,2
1866.87,354.849,-39.6725,2,2,142.5,13.41,6.8,0.826,2
1866.88,351.812,-39.2235,2,2,142.5,13.41,6.8,0.826,2
1866.88,354.793,-39.6177,2,2,142.5,13.41,6.8,0.826,2
1866.89,351.871,-39.19,2,2,142.5,13.41,6.8,0.826,2
1866.89,354.737,-39.5619,2,2,142.5,13.41,6.8,0.826,2
1866.9,354.68,-39.5313,2,2,142.5,13.41,6.8,0.826,2
1866.9,351.931,-39.1574,2,2,142.5,13.41,6.8,0.826,2
1866.91,354.624,-39.4677,2,2,142.5,13.41,6.8,0.826,2
1866.91,351.99,-39.1248,2,2,142.5,13.41,6.8,0.826,2
1866.93,352.109,-39.0432,2,2,142.5,13.41,6.8,0.826,2
1866.93,352.05,-39.0602,2,2,142.5,13.41,6.8,0.826,2
1866.93,354.568,-39.4042,2,2,142.5,13.41,6.8,0.826,2
1866.93,354.511,-39.3814,2,2,142.5,13.41,6.8,0.826,2
1866.94,354.455,-39.3421,2,2,142.5,13.41,6.8,0.826,2
1866.95,352.169,-38.9708,2,2,142.5,13.41,6.8,0.826,2
1866.95,354.399,-39.3105,2,2,142.5,13.41,6.8,0.826,2
1866.96,354.343,-39.2401,2,2,142.5,13.41,6.8,0.826,2
1866.97,352.228,-38.9373,2,2,142.5,13.41,6.8,0.826,2
1866.98,352.287,-38.9047,2,2,142.5,13.41,6.8,0.826,2
1866.98,352.346,-38.8799,2,2,142.5,13.41,6.8,0.826,2
1866.98,354.288,-39.1688,2,2,142.5,13.41,6.8,0.826,2
1866.99,352.461,-38.8624,2,2,142.5,13.41,6.8,0.826,2
1866.99,354.231,-39.1295,2,2,142.5,13.41,6.8,0.826,2
1866.99,352.403,-38.8794,2,2,142.5,13.41,6.8,0.826,2
1867.0,354.175,-39.0747,2,2,142.5,13.41,6.8,0.826,2
1867.0,352.519,-38.8376,2,2,142.5,13.41,6.8,0.826,2
